NOMBRE : N500E2000R100_02
(  50, 390)  coste     9.900    9.900
(  50, 456)  coste     5.800    5.800
(  50, 478)  coste     2.400    2.400
(  50, 483)  coste     5.400    5.400
(  51, 62)  coste     4.100    4.100
(  51, 83)  coste     13.200    13.200
(  51, 127)  coste     9.300    9.300
(  51, 317)  coste     3.400    3.400
(  51, 430)  coste     4.600    4.600
(  52, 58)  coste     6.600    6.600
(  52, 125)  coste     11.100    11.100
(  52, 144)  coste     15.400    15.400
(  52, 220)  coste     11.600    11.600
(  52, 226)  coste     7.500    7.500
(  52, 249)  coste     13.900    13.900
(  52, 258)  coste     10.300    10.300
(  52, 332)  coste     10.300    10.300
(  52, 416)  coste     6.200    6.200
(  52, 418)  coste     9.900    9.900
(  53, 302)  coste     6.500    6.500
(  54, 148)  coste     10.700    10.700
(  54, 215)  coste     3.500    3.500
(  54, 400)  coste     14.000    14.000
(  54, 441)  coste     7.800    7.800
(  55, 91)  coste     6.300    6.300
(  55, 162)  coste     8.400    8.400
(  55, 169)  coste     9.500    9.500
(  55, 186)  coste     8.700    8.700
(  55, 204)  coste     2.400    2.400
(  55, 207)  coste     10.500    10.500
(  55, 246)  coste     9.900    9.900
(  55, 258)  coste     9.000    9.000
(  55, 259)  coste     10.900    10.900
(  55, 308)  coste     7.000    7.000
(  55, 417)  coste     8.900    8.900
(  56, 64)  coste     6.700    6.700
(  56, 86)  coste     9.500    9.500
(  56, 148)  coste     8.400    8.400
(  56, 322)  coste     8.300    8.300
(  56, 343)  coste     1.800    1.800
(  56, 450)  coste     8.800    8.800
(  56, 469)  coste     9.000    9.000
(  56, 486)  coste     7.100    7.100
(  57, 110)  coste     7.600    7.600
(  57, 270)  coste     6.500    6.500
(  57, 326)  coste     7.400    7.400
(  57, 379)  coste     8.500    8.500
(  58, 88)  coste     9.500    9.500
(  58, 96)  coste     4.800    4.800
(  58, 186)  coste     4.600    4.600
(  58, 228)  coste     9.200    9.200
(  58, 262)  coste     4.300    4.300
(  58, 271)  coste     8.500    8.500
(  58, 305)  coste     3.800    3.800
(  58, 338)  coste     8.600    8.600
(  58, 385)  coste     8.300    8.300
(  58, 387)  coste     1.100    1.100
(  58, 428)  coste     3.500    3.500
(  58, 466)  coste     11.700    11.700
(  59, 112)  coste     7.600    7.600
(  59, 113)  coste     2.000    2.000
(  59, 187)  coste     6.200    6.200
(  59, 258)  coste     2.100    2.100
(  59, 311)  coste     4.400    4.400
(  59, 386)  coste     5.100    5.100
(  59, 445)  coste     5.300    5.300
(  59, 484)  coste     6.400    6.400
(  60, 208)  coste     5.600    5.600
(  60, 311)  coste     5.500    5.500
(  60, 359)  coste     5.300    5.300
(  60, 393)  coste     1.400    1.400
(  61, 138)  coste     13.400    13.400
(  61, 202)  coste     3.300    3.300
(  61, 246)  coste     5.600    5.600
(  61, 314)  coste     2.900    2.900
(  61, 418)  coste     10.900    10.900
(  61, 433)  coste     3.600    3.600
(  61, 471)  coste     8.000    8.000
(  62, 96)  coste     1.900    1.900
(  62, 201)  coste     4.800    4.800
(  62, 431)  coste     9.000    9.000
(  62, 490)  coste     5.400    5.400
(  63, 159)  coste     10.200    10.200
(  63, 219)  coste     8.700    8.700
(  63, 258)  coste     5.000    5.000
(  63, 333)  coste     0.800    0.800
(  63, 396)  coste     5.500    5.500
(  63, 474)  coste     6.700    6.700
(  63, 496)  coste     1.800    1.800
(  63, 498)  coste     7.500    7.500
(  64, 181)  coste     2.700    2.700
(  64, 203)  coste     1.100    1.100
(  64, 368)  coste     9.900    9.900
(  64, 380)  coste     3.400    3.400
(  64, 389)  coste     2.700    2.700
(  64, 396)  coste     0.700    0.700
(  65, 90)  coste     9.200    9.200
(  65, 215)  coste     8.400    8.400
(  65, 297)  coste     5.700    5.700
(  65, 356)  coste     12.900    12.900
(  65, 374)  coste     10.600    10.600
(  65, 441)  coste     1.700    1.700
(  65, 457)  coste     8.800    8.800
(  66, 145)  coste     5.600    5.600
(  66, 161)  coste     2.200    2.200
(  66, 242)  coste     2.400    2.400
(  66, 304)  coste     9.400    9.400
(  66, 332)  coste     4.600    4.600
(  66, 359)  coste     5.100    5.100
(  66, 491)  coste     7.700    7.700
(  67, 124)  coste     6.200    6.200
(  67, 261)  coste     4.500    4.500
(  67, 325)  coste     10.300    10.300
(  67, 375)  coste     5.900    5.900
(  67, 450)  coste     2.000    2.000
(  68, 95)  coste     8.500    8.500
(  68, 129)  coste     10.300    10.300
(  68, 193)  coste     2.800    2.800
(  68, 264)  coste     2.400    2.400
(  68, 340)  coste     11.000    11.000
(  68, 372)  coste     8.000    8.000
(  68, 462)  coste     5.800    5.800
(  69, 101)  coste     1.500    1.500
(  69, 119)  coste     5.600    5.600
(  69, 186)  coste     15.700    15.700
(  69, 348)  coste     4.000    4.000
(  69, 455)  coste     9.100    9.100
(  69, 464)  coste     3.500    3.500
(  69, 471)  coste     5.300    5.300
(  69, 476)  coste     10.200    10.200
(  70, 100)  coste     9.700    9.700
(  70, 113)  coste     3.800    3.800
(  70, 150)  coste     6.400    6.400
(  70, 167)  coste     3.100    3.100
(  70, 251)  coste     3.200    3.200
(  70, 334)  coste     10.500    10.500
(  70, 421)  coste     8.500    8.500
(  70, 489)  coste     7.200    7.200
(  71, 105)  coste     10.900    10.900
(  71, 153)  coste     9.100    9.100
(  71, 167)  coste     9.200    9.200
(  71, 238)  coste     9.600    9.600
(  71, 264)  coste     13.100    13.100
(  71, 473)  coste     5.000    5.000
(  72, 92)  coste     8.400    8.400
(  72, 171)  coste     4.500    4.500
(  72, 281)  coste     5.200    5.200
(  72, 344)  coste     5.000    5.000
(  72, 481)  coste     4.600    4.600
(  73, 88)  coste     3.800    3.800
(  73, 178)  coste     1.700    1.700
(  73, 255)  coste     5.300    5.300
(  73, 372)  coste     6.100    6.100
(  73, 398)  coste     5.500    5.500
(  73, 416)  coste     11.900    11.900
(  73, 448)  coste     9.400    9.400
(  74, 120)  coste     6.800    6.800
(  74, 213)  coste     3.600    3.600
(  74, 253)  coste     6.100    6.100
(  74, 297)  coste     4.500    4.500
(  75, 139)  coste     7.900    7.900
(  75, 200)  coste     5.500    5.500
(  75, 258)  coste     9.100    9.100
(  75, 277)  coste     10.200    10.200
(  75, 311)  coste     2.600    2.600
(  75, 313)  coste     4.500    4.500
(  75, 327)  coste     2.800    2.800
(  75, 441)  coste     8.100    8.100
(  75, 443)  coste     5.800    5.800
(  76, 88)  coste     14.700    14.700
(  76, 235)  coste     13.700    13.700
(  76, 266)  coste     13.000    13.000
(  76, 273)  coste     6.800    6.800
(  76, 298)  coste     12.700    12.700
(  76, 310)  coste     11.100    11.100
(  76, 319)  coste     6.100    6.100
(  76, 340)  coste     2.400    2.400
(  76, 365)  coste     8.400    8.400
(  77, 98)  coste     8.100    8.100
(  77, 110)  coste     8.600    8.600
(  77, 184)  coste     7.300    7.300
(  77, 432)  coste     2.200    2.200
(  77, 465)  coste     10.100    10.100
(  78, 92)  coste     7.200    7.200
(  78, 215)  coste     11.200    11.200
(  78, 310)  coste     10.500    10.500
(  78, 413)  coste     3.400    3.400
(  79, 120)  coste     5.000    5.000
(  79, 217)  coste     7.800    7.800
(  79, 297)  coste     7.700    7.700
(  79, 305)  coste     3.600    3.600
(  79, 350)  coste     8.900    8.900
(  79, 405)  coste     0.900    0.900
(  79, 447)  coste     9.000    9.000
(  80, 99)  coste     6.300    6.300
(  80, 195)  coste     3.700    3.700
(  80, 207)  coste     5.600    5.600
(  80, 265)  coste     9.400    9.400
(  81, 105)  coste     3.400    3.400
(  81, 126)  coste     7.300    7.300
(  81, 163)  coste     12.200    12.200
(  81, 180)  coste     4.600    4.600
(  81, 209)  coste     4.000    4.000
(  81, 260)  coste     2.400    2.400
(  81, 320)  coste     2.700    2.700
(  81, 364)  coste     7.800    7.800
(  81, 442)  coste     5.400    5.400
(  81, 446)  coste     5.300    5.300
(  81, 451)  coste     4.700    4.700
(  81, 492)  coste     2.200    2.200
(  82, 341)  coste     3.600    3.600
(  82, 345)  coste     2.700    2.700
(  82, 389)  coste     1.100    1.100
(  82, 403)  coste     4.900    4.900
(  82, 467)  coste     5.500    5.500
(  83, 84)  coste     11.300    11.300
(  83, 88)  coste     12.500    12.500
(  83, 117)  coste     3.600    3.600
(  83, 174)  coste     12.700    12.700
(  83, 240)  coste     2.000    2.000
(  83, 241)  coste     9.600    9.600
(  83, 379)  coste     9.700    9.700
(  83, 419)  coste     10.300    10.300
(  83, 432)  coste     12.200    12.200
(  83, 436)  coste     7.500    7.500
(  84, 86)  coste     12.400    12.400
(  84, 209)  coste     6.700    6.700
(  84, 430)  coste     5.300    5.300
(  84, 435)  coste     6.500    6.500
(  84, 475)  coste     4.200    4.200
(  85, 115)  coste     8.400    8.400
(  85, 159)  coste     4.500    4.500
(  85, 213)  coste     6.400    6.400
(  85, 224)  coste     7.000    7.000
(  85, 247)  coste     7.800    7.800
(  85, 248)  coste     12.700    12.700
(  85, 273)  coste     5.400    5.400
(  85, 303)  coste     3.200    3.200
(  86, 87)  coste     2.000    2.000
(  86, 134)  coste     9.700    9.700
(  86, 240)  coste     2.700    2.700
(  86, 326)  coste     1.500    1.500
(  86, 357)  coste     8.500    8.500
(  86, 373)  coste     7.700    7.700
(  86, 476)  coste     2.600    2.600
(  87, 158)  coste     5.800    5.800
(  87, 231)  coste     7.000    7.000
(  87, 237)  coste     9.700    9.700
(  87, 243)  coste     12.000    12.000
(  88, 136)  coste     1.700    1.700
(  88, 154)  coste     10.100    10.100
(  88, 192)  coste     8.400    8.400
(  88, 239)  coste     9.100    9.100
(  88, 464)  coste     7.500    7.500
(  88, 483)  coste     5.000    5.000
(  89, 105)  coste     9.200    9.200
(  89, 116)  coste     0.500    0.500
(  89, 253)  coste     3.100    3.100
(  89, 486)  coste     5.100    5.100
(  90, 125)  coste     2.700    2.700
(  90, 185)  coste     5.200    5.200
(  90, 213)  coste     9.200    9.200
(  90, 454)  coste     0.900    0.900
(  91, 187)  coste     2.800    2.800
(  91, 196)  coste     8.100    8.100
(  91, 203)  coste     5.000    5.000
(  91, 214)  coste     4.600    4.600
(  91, 236)  coste     2.400    2.400
(  92, 250)  coste     9.200    9.200
(  92, 306)  coste     13.900    13.900
(  92, 345)  coste     6.800    6.800
(  92, 398)  coste     4.000    4.000
(  92, 416)  coste     5.400    5.400
(  92, 421)  coste     15.500    15.500
(  92, 438)  coste     4.900    4.900
(  92, 465)  coste     6.500    6.500
(  92, 477)  coste     13.300    13.300
(  93, 95)  coste     4.800    4.800
(  93, 178)  coste     1.100    1.100
(  93, 198)  coste     7.100    7.100
(  93, 217)  coste     10.900    10.900
(  93, 326)  coste     7.700    7.700
(  93, 420)  coste     8.700    8.700
(  93, 460)  coste     5.100    5.100
(  93, 491)  coste     9.500    9.500
(  94, 238)  coste     1.600    1.600
(  94, 292)  coste     7.900    7.900
(  94, 481)  coste     5.700    5.700
(  95, 115)  coste     9.700    9.700
(  95, 130)  coste     3.200    3.200
(  95, 155)  coste     9.500    9.500
(  95, 217)  coste     12.700    12.700
(  95, 241)  coste     2.500    2.500
(  95, 328)  coste     10.000    10.000
(  95, 368)  coste     14.500    14.500
(  95, 388)  coste     2.400    2.400
(  96, 154)  coste     5.400    5.400
(  96, 367)  coste     4.900    4.900
(  97, 218)  coste     3.700    3.700
(  97, 250)  coste     9.800    9.800
(  97, 271)  coste     6.900    6.900
(  97, 279)  coste     9.600    9.600
(  97, 385)  coste     6.700    6.700
(  98, 127)  coste     1.000    1.000
(  98, 207)  coste     8.300    8.300
(  98, 216)  coste     1.700    1.700
(  98, 228)  coste     8.500    8.500
(  98, 294)  coste     5.100    5.100
(  98, 462)  coste     12.100    12.100
(  98, 471)  coste     3.500    3.500
(  98, 492)  coste     5.300    5.300
(  99, 279)  coste     6.500    6.500
(  99, 398)  coste     4.500    4.500
(  99, 411)  coste     5.700    5.700
(  99, 426)  coste     5.200    5.200
(  99, 460)  coste     6.100    6.100
(  99, 481)  coste     8.100    8.100
(  100, 137)  coste     12.200    12.200
(  100, 260)  coste     12.100    12.100
(  100, 463)  coste     5.500    5.500
(  101, 113)  coste     7.600    7.600
(  101, 184)  coste     11.500    11.500
(  101, 237)  coste     6.800    6.800
(  101, 284)  coste     14.200    14.200
(  101, 386)  coste     4.300    4.300
(  101, 392)  coste     15.500    15.500
(  101, 433)  coste     10.000    10.000
(  102, 332)  coste     3.500    3.500
(  102, 337)  coste     5.100    5.100
(  102, 357)  coste     3.400    3.400
(  102, 427)  coste     2.100    2.100
(  103, 137)  coste     6.000    6.000
(  103, 200)  coste     4.400    4.400
(  103, 246)  coste     0.900    0.900
(  103, 336)  coste     8.800    8.800
(  103, 362)  coste     1.700    1.700
(  103, 444)  coste     4.000    4.000
(  103, 471)  coste     6.100    6.100
(  103, 495)  coste     7.500    7.500
(  104, 109)  coste     11.200    11.200
(  104, 151)  coste     3.100    3.100
(  104, 221)  coste     6.200    6.200
(  104, 238)  coste     5.800    5.800
(  104, 276)  coste     2.800    2.800
(  104, 307)  coste     6.400    6.400
(  104, 410)  coste     4.800    4.800
(  104, 417)  coste     3.700    3.700
(  105, 391)  coste     2.000    2.000
(  105, 424)  coste     1.800    1.800
(  106, 181)  coste     5.100    5.100
(  106, 285)  coste     4.500    4.500
(  106, 353)  coste     0.800    0.800
(  106, 357)  coste     5.300    5.300
(  106, 418)  coste     8.400    8.400
(  107, 132)  coste     2.600    2.600
(  107, 209)  coste     4.300    4.300
(  107, 402)  coste     8.700    8.700
(  107, 444)  coste     5.000    5.000
(  107, 477)  coste     8.600    8.600
(  108, 161)  coste     2.000    2.000
(  108, 168)  coste     6.900    6.900
(  108, 235)  coste     5.200    5.200
(  108, 249)  coste     4.000    4.000
(  108, 287)  coste     11.000    11.000
(  108, 371)  coste     3.800    3.800
(  108, 465)  coste     9.400    9.400
(  108, 491)  coste     7.700    7.700
(  109, 115)  coste     5.700    5.700
(  109, 314)  coste     13.200    13.200
(  109, 328)  coste     10.800    10.800
(  110, 164)  coste     5.600    5.600
(  110, 292)  coste     7.200    7.200
(  110, 309)  coste     7.200    7.200
(  110, 311)  coste     1.800    1.800
(  110, 393)  coste     4.700    4.700
(  110, 407)  coste     6.000    6.000
(  111, 142)  coste     8.700    8.700
(  111, 169)  coste     8.400    8.400
(  111, 264)  coste     4.800    4.800
(  111, 459)  coste     3.200    3.200
(  111, 476)  coste     5.300    5.300
(  112, 321)  coste     4.200    4.200
(  112, 372)  coste     8.600    8.600
(  112, 423)  coste     7.900    7.900
(  112, 437)  coste     10.400    10.400
(  113, 163)  coste     10.200    10.200
(  113, 173)  coste     2.700    2.700
(  113, 204)  coste     5.300    5.300
(  113, 309)  coste     4.800    4.800
(  113, 346)  coste     3.400    3.400
(  114, 119)  coste     7.600    7.600
(  114, 249)  coste     9.800    9.800
(  114, 376)  coste     8.500    8.500
(  115, 220)  coste     5.200    5.200
(  115, 231)  coste     1.900    1.900
(  115, 448)  coste     2.900    2.900
(  115, 450)  coste     5.600    5.600
(  115, 462)  coste     2.400    2.400
(  115, 469)  coste     7.400    7.400
(  116, 124)  coste     1.700    1.700
(  116, 163)  coste     6.500    6.500
(  116, 194)  coste     5.900    5.900
(  116, 227)  coste     6.500    6.500
(  116, 237)  coste     4.500    4.500
(  116, 257)  coste     6.100    6.100
(  116, 268)  coste     4.800    4.800
(  116, 269)  coste     2.200    2.200
(  116, 270)  coste     6.600    6.600
(  116, 327)  coste     11.100    11.100
(  116, 331)  coste     4.400    4.400
(  116, 364)  coste     4.300    4.300
(  116, 412)  coste     3.300    3.300
(  116, 414)  coste     5.300    5.300
(  117, 130)  coste     12.700    12.700
(  117, 133)  coste     9.000    9.000
(  117, 388)  coste     12.300    12.300
(  118, 244)  coste     2.100    2.100
(  118, 281)  coste     4.500    4.500
(  118, 468)  coste     3.600    3.600
(  118, 498)  coste     6.300    6.300
(  119, 284)  coste     8.300    8.300
(  119, 304)  coste     5.400    5.400
(  119, 319)  coste     4.800    4.800
(  119, 346)  coste     2.300    2.300
(  119, 406)  coste     5.700    5.700
(  119, 480)  coste     1.600    1.600
(  120, 136)  coste     9.600    9.600
(  120, 175)  coste     9.000    9.000
(  120, 208)  coste     7.700    7.700
(  120, 274)  coste     2.200    2.200
(  120, 387)  coste     9.500    9.500
(  121, 190)  coste     11.500    11.500
(  121, 255)  coste     4.800    4.800
(  121, 297)  coste     8.500    8.500
(  121, 307)  coste     7.900    7.900
(  121, 335)  coste     5.400    5.400
(  122, 160)  coste     8.200    8.200
(  122, 213)  coste     3.600    3.600
(  122, 302)  coste     11.500    11.500
(  122, 319)  coste     9.300    9.300
(  122, 471)  coste     6.800    6.800
(  123, 186)  coste     8.300    8.300
(  123, 196)  coste     8.400    8.400
(  123, 248)  coste     7.400    7.400
(  123, 325)  coste     8.400    8.400
(  123, 409)  coste     3.600    3.600
(  123, 455)  coste     15.700    15.700
(  123, 473)  coste     11.800    11.800
(  124, 228)  coste     7.400    7.400
(  124, 234)  coste     6.700    6.700
(  124, 313)  coste     9.300    9.300
(  124, 323)  coste     9.800    9.800
(  124, 381)  coste     2.400    2.400
(  124, 416)  coste     2.200    2.200
(  125, 134)  coste     3.700    3.700
(  125, 433)  coste     3.900    3.900
(  125, 477)  coste     6.200    6.200
(  126, 281)  coste     1.100    1.100
(  126, 305)  coste     4.700    4.700
(  126, 412)  coste     4.100    4.100
(  126, 441)  coste     11.000    11.000
(  126, 491)  coste     4.500    4.500
(  127, 191)  coste     8.700    8.700
(  127, 321)  coste     10.900    10.900
(  127, 457)  coste     6.900    6.900
(  128, 190)  coste     5.200    5.200
(  128, 215)  coste     1.900    1.900
(  128, 256)  coste     3.700    3.700
(  128, 282)  coste     6.900    6.900
(  128, 326)  coste     4.100    4.100
(  128, 428)  coste     5.000    5.000
(  128, 446)  coste     9.400    9.400
(  128, 496)  coste     7.800    7.800
(  129, 131)  coste     13.600    13.600
(  129, 146)  coste     6.100    6.100
(  129, 183)  coste     7.000    7.000
(  129, 204)  coste     13.000    13.000
(  129, 227)  coste     11.100    11.100
(  129, 231)  coste     6.600    6.600
(  129, 385)  coste     8.600    8.600
(  130, 282)  coste     10.900    10.900
(  130, 326)  coste     7.900    7.900
(  130, 438)  coste     5.200    5.200
(  131, 162)  coste     6.600    6.600
(  131, 165)  coste     11.400    11.400
(  131, 191)  coste     15.100    15.100
(  131, 222)  coste     3.200    3.200
(  131, 237)  coste     4.300    4.300
(  131, 265)  coste     10.700    10.700
(  131, 267)  coste     8.900    8.900
(  131, 272)  coste     14.800    14.800
(  131, 421)  coste     0.800    0.800
(  131, 424)  coste     6.100    6.100
(  132, 352)  coste     7.900    7.900
(  132, 443)  coste     9.900    9.900
(  132, 486)  coste     1.600    1.600
(  133, 166)  coste     2.300    2.300
(  133, 176)  coste     12.800    12.800
(  133, 253)  coste     8.300    8.300
(  133, 296)  coste     1.200    1.200
(  133, 378)  coste     6.900    6.900
(  133, 396)  coste     7.200    7.200
(  134, 302)  coste     7.500    7.500
(  134, 479)  coste     3.300    3.300
(  135, 145)  coste     10.000    10.000
(  135, 294)  coste     6.900    6.900
(  135, 330)  coste     1.800    1.800
(  135, 424)  coste     3.700    3.700
(  135, 454)  coste     4.000    4.000
(  136, 300)  coste     14.400    14.400
(  136, 316)  coste     14.700    14.700
(  136, 411)  coste     4.800    4.800
(  137, 188)  coste     8.900    8.900
(  137, 377)  coste     4.900    4.900
(  137, 420)  coste     9.300    9.300
(  138, 146)  coste     4.600    4.600
(  138, 228)  coste     14.200    14.200
(  138, 265)  coste     6.400    6.400
(  138, 275)  coste     5.600    5.600
(  138, 359)  coste     13.400    13.400
(  138, 380)  coste     3.700    3.700
(  138, 411)  coste     12.200    12.200
(  138, 412)  coste     5.600    5.600
(  138, 441)  coste     14.300    14.300
(  138, 465)  coste     6.300    6.300
(  139, 152)  coste     5.400    5.400
(  139, 166)  coste     7.600    7.600
(  139, 204)  coste     10.600    10.600
(  139, 258)  coste     4.000    4.000
(  139, 276)  coste     6.200    6.200
(  139, 286)  coste     3.600    3.600
(  139, 298)  coste     7.800    7.800
(  139, 395)  coste     9.200    9.200
(  139, 439)  coste     10.900    10.900
(  139, 449)  coste     9.200    9.200
(  140, 146)  coste     12.600    12.600
(  140, 219)  coste     4.000    4.000
(  140, 243)  coste     5.700    5.700
(  140, 297)  coste     4.100    4.100
(  140, 401)  coste     10.600    10.600
(  141, 142)  coste     5.800    5.800
(  141, 219)  coste     3.300    3.300
(  141, 235)  coste     7.200    7.200
(  142, 146)  coste     11.700    11.700
(  142, 246)  coste     11.100    11.100
(  142, 270)  coste     16.800    16.800
(  142, 401)  coste     9.700    9.700
(  142, 427)  coste     12.800    12.800
(  142, 471)  coste     4.500    4.500
(  143, 227)  coste     7.200    7.200
(  143, 233)  coste     9.600    9.600
(  143, 243)  coste     4.900    4.900
(  143, 263)  coste     1.100    1.100
(  143, 322)  coste     5.500    5.500
(  143, 337)  coste     3.100    3.100
(  143, 344)  coste     8.600    8.600
(  144, 168)  coste     11.600    11.600
(  144, 182)  coste     14.300    14.300
(  144, 270)  coste     7.500    7.500
(  144, 295)  coste     12.400    12.400
(  144, 322)  coste     5.300    5.300
(  144, 328)  coste     1.700    1.700
(  144, 338)  coste     5.600    5.600
(  144, 445)  coste     2.100    2.100
(  145, 154)  coste     9.500    9.500
(  145, 175)  coste     3.900    3.900
(  145, 193)  coste     4.100    4.100
(  145, 213)  coste     2.100    2.100
(  145, 338)  coste     5.500    5.500
(  145, 404)  coste     9.600    9.600
(  145, 408)  coste     3.800    3.800
(  145, 410)  coste     6.200    6.200
(  145, 434)  coste     5.000    5.000
(  145, 435)  coste     7.100    7.100
(  145, 439)  coste     3.700    3.700
(  146, 223)  coste     11.800    11.800
(  146, 254)  coste     8.100    8.100
(  146, 283)  coste     4.200    4.200
(  146, 287)  coste     11.700    11.700
(  147, 154)  coste     4.600    4.600
(  147, 249)  coste     7.500    7.500
(  147, 329)  coste     4.100    4.100
(  147, 429)  coste     1.400    1.400
(  147, 463)  coste     5.000    5.000
(  148, 249)  coste     10.300    10.300
(  148, 328)  coste     10.100    10.100
(  148, 461)  coste     2.900    2.900
(  149, 250)  coste     10.000    10.000
(  149, 354)  coste     12.200    12.200
(  149, 437)  coste     5.000    5.000
(  149, 445)  coste     10.900    10.900
(  149, 479)  coste     4.900    4.900
(  150, 257)  coste     13.600    13.600
(  150, 346)  coste     5.800    5.800
(  150, 389)  coste     9.400    9.400
(  151, 221)  coste     5.500    5.500
(  151, 228)  coste     2.400    2.400
(  151, 234)  coste     3.700    3.700
(  151, 347)  coste     5.000    5.000
(  151, 360)  coste     4.800    4.800
(  151, 372)  coste     7.200    7.200
(  152, 203)  coste     3.700    3.700
(  152, 461)  coste     5.400    5.400
(  153, 154)  coste     5.000    5.000
(  153, 173)  coste     11.100    11.100
(  153, 217)  coste     2.400    2.400
(  153, 465)  coste     13.500    13.500
(  153, 484)  coste     8.400    8.400
(  154, 233)  coste     5.000    5.000
(  154, 293)  coste     0.600    0.600
(  154, 294)  coste     4.800    4.800
(  154, 328)  coste     7.700    7.700
(  154, 459)  coste     4.600    4.600
(  155, 216)  coste     7.800    7.800
(  155, 247)  coste     5.200    5.200
(  155, 278)  coste     2.400    2.400
(  155, 384)  coste     4.700    4.700
(  155, 396)  coste     4.200    4.200
(  155, 439)  coste     5.200    5.200
(  155, 466)  coste     6.300    6.300
(  156, 221)  coste     1.200    1.200
(  157, 204)  coste     12.800    12.800
(  157, 415)  coste     2.200    2.200
(  158, 248)  coste     2.600    2.600
(  158, 278)  coste     5.100    5.100
(  158, 286)  coste     6.600    6.600
(  158, 338)  coste     8.700    8.700
(  158, 457)  coste     5.300    5.300
(  158, 479)  coste     2.400    2.400
(  158, 483)  coste     4.000    4.000
(  159, 167)  coste     4.600    4.600
(  159, 188)  coste     11.900    11.900
(  159, 359)  coste     8.700    8.700
(  159, 368)  coste     13.900    13.900
(  159, 411)  coste     7.100    7.100
(  159, 454)  coste     2.200    2.200
(  160, 187)  coste     8.000    8.000
(  160, 358)  coste     12.200    12.200
(  160, 477)  coste     8.100    8.100
(  161, 193)  coste     5.100    5.100
(  161, 468)  coste     1.800    1.800
(  162, 267)  coste     6.900    6.900
(  162, 276)  coste     4.400    4.400
(  162, 384)  coste     3.600    3.600
(  162, 408)  coste     2.600    2.600
(  163, 209)  coste     9.800    9.800
(  163, 301)  coste     7.700    7.700
(  163, 343)  coste     6.200    6.200
(  163, 398)  coste     10.400    10.400
(  163, 431)  coste     7.700    7.700
(  163, 450)  coste     11.600    11.600
(  164, 233)  coste     14.000    14.000
(  164, 273)  coste     6.800    6.800
(  164, 414)  coste     4.200    4.200
(  165, 297)  coste     10.400    10.400
(  165, 364)  coste     5.100    5.100
(  165, 371)  coste     3.000    3.000
(  165, 401)  coste     5.300    5.300
(  165, 460)  coste     5.700    5.700
(  166, 306)  coste     3.800    3.800
(  166, 357)  coste     4.100    4.100
(  166, 404)  coste     8.000    8.000
(  166, 477)  coste     2.200    2.200
(  167, 214)  coste     3.700    3.700
(  167, 245)  coste     6.400    6.400
(  167, 341)  coste     5.000    5.000
(  167, 369)  coste     7.400    7.400
(  167, 411)  coste     3.900    3.900
(  167, 469)  coste     5.300    5.300
(  168, 216)  coste     7.000    7.000
(  168, 252)  coste     11.800    11.800
(  168, 260)  coste     8.400    8.400
(  168, 336)  coste     2.700    2.700
(  169, 175)  coste     11.800    11.800
(  169, 361)  coste     13.500    13.500
(  169, 473)  coste     9.500    9.500
(  169, 478)  coste     2.900    2.900
(  170, 196)  coste     4.600    4.600
(  170, 276)  coste     5.800    5.800
(  170, 277)  coste     1.900    1.900
(  170, 396)  coste     2.700    2.700
(  171, 224)  coste     7.900    7.900
(  171, 230)  coste     10.700    10.700
(  171, 244)  coste     4.500    4.500
(  171, 275)  coste     2.700    2.700
(  171, 396)  coste     4.900    4.900
(  171, 410)  coste     13.000    13.000
(  171, 485)  coste     9.700    9.700
(  172, 177)  coste     8.600    8.600
(  172, 303)  coste     6.200    6.200
(  172, 417)  coste     8.200    8.200
(  172, 440)  coste     2.600    2.600
(  172, 445)  coste     11.700    11.700
(  172, 473)  coste     3.900    3.900
(  173, 228)  coste     6.900    6.900
(  173, 294)  coste     2.100    2.100
(  173, 309)  coste     5.900    5.900
(  173, 318)  coste     8.900    8.900
(  173, 421)  coste     9.400    9.400
(  173, 475)  coste     10.200    10.200
(  174, 194)  coste     4.300    4.300
(  174, 325)  coste     7.400    7.400
(  174, 371)  coste     7.200    7.200
(  174, 412)  coste     9.100    9.100
(  175, 221)  coste     9.100    9.100
(  175, 223)  coste     6.600    6.600
(  175, 224)  coste     8.000    8.000
(  175, 344)  coste     6.600    6.600
(  175, 370)  coste     7.400    7.400
(  175, 438)  coste     9.300    9.300
(  176, 189)  coste     3.000    3.000
(  176, 206)  coste     6.800    6.800
(  176, 289)  coste     3.600    3.600
(  176, 377)  coste     9.400    9.400
(  176, 417)  coste     7.000    7.000
(  176, 492)  coste     6.600    6.600
(  177, 191)  coste     7.800    7.800
(  177, 203)  coste     9.400    9.400
(  177, 207)  coste     6.800    6.800
(  177, 306)  coste     8.700    8.700
(  177, 330)  coste     15.100    15.100
(  177, 353)  coste     5.300    5.300
(  177, 376)  coste     18.000    18.000
(  177, 392)  coste     3.900    3.900
(  178, 233)  coste     11.800    11.800
(  178, 321)  coste     7.800    7.800
(  178, 328)  coste     7.700    7.700
(  178, 424)  coste     1.000    1.000
(  179, 298)  coste     12.200    12.200
(  179, 392)  coste     11.200    11.200
(  179, 414)  coste     8.900    8.900
(  179, 420)  coste     1.900    1.900
(  179, 431)  coste     2.000    2.000
(  179, 445)  coste     13.000    13.000
(  179, 447)  coste     13.100    13.100
