NOMBRE : N500E2000R100_01
(  53, 400)  coste     6.100    6.100
(  53, 427)  coste     7.600    7.600
(  53, 458)  coste     1.300    1.300
(  53, 485)  coste     2.300    2.300
(  53, 486)  coste     2.600    2.600
(  54, 102)  coste     4.800    4.800
(  54, 175)  coste     9.100    9.100
(  54, 201)  coste     7.700    7.700
(  54, 223)  coste     5.100    5.100
(  54, 259)  coste     9.600    9.600
(  54, 325)  coste     5.600    5.600
(  54, 418)  coste     6.600    6.600
(  55, 59)  coste     12.400    12.400
(  55, 97)  coste     13.700    13.700
(  55, 130)  coste     7.100    7.100
(  55, 141)  coste     12.600    12.600
(  55, 149)  coste     5.400    5.400
(  55, 181)  coste     10.700    10.700
(  55, 278)  coste     2.900    2.900
(  55, 293)  coste     2.100    2.100
(  55, 346)  coste     1.600    1.600
(  55, 403)  coste     10.000    10.000
(  55, 415)  coste     6.500    6.500
(  55, 425)  coste     3.900    3.900
(  55, 459)  coste     4.900    4.900
(  56, 192)  coste     11.000    11.000
(  56, 212)  coste     8.200    8.200
(  56, 478)  coste     4.500    4.500
(  56, 480)  coste     4.100    4.100
(  57, 85)  coste     5.400    5.400
(  57, 176)  coste     12.200    12.200
(  57, 211)  coste     10.100    10.100
(  57, 318)  coste     10.400    10.400
(  57, 405)  coste     3.600    3.600
(  57, 488)  coste     13.800    13.800
(  58, 69)  coste     2.400    2.400
(  58, 257)  coste     7.000    7.000
(  58, 330)  coste     7.800    7.800
(  58, 406)  coste     10.300    10.300
(  58, 430)  coste     5.500    5.500
(  58, 476)  coste     2.800    2.800
(  58, 485)  coste     9.000    9.000
(  58, 487)  coste     10.600    10.600
(  59, 180)  coste     13.800    13.800
(  59, 263)  coste     10.800    10.800
(  60, 89)  coste     2.500    2.500
(  60, 136)  coste     3.700    3.700
(  60, 310)  coste     8.800    8.800
(  60, 315)  coste     4.100    4.100
(  60, 337)  coste     5.600    5.600
(  60, 497)  coste     5.600    5.600
(  61, 144)  coste     7.500    7.500
(  61, 189)  coste     7.100    7.100
(  61, 224)  coste     11.400    11.400
(  61, 257)  coste     1.900    1.900
(  61, 334)  coste     4.500    4.500
(  61, 382)  coste     9.300    9.300
(  62, 147)  coste     4.900    4.900
(  62, 156)  coste     6.200    6.200
(  62, 185)  coste     7.500    7.500
(  62, 260)  coste     3.800    3.800
(  62, 349)  coste     4.700    4.700
(  62, 383)  coste     7.400    7.400
(  62, 408)  coste     4.700    4.700
(  62, 465)  coste     0.900    0.900
(  63, 175)  coste     11.900    11.900
(  63, 325)  coste     6.000    6.000
(  63, 333)  coste     13.200    13.200
(  63, 348)  coste     11.500    11.500
(  63, 368)  coste     10.600    10.600
(  63, 407)  coste     2.900    2.900
(  64, 76)  coste     7.200    7.200
(  64, 79)  coste     5.500    5.500
(  64, 220)  coste     5.900    5.900
(  64, 252)  coste     7.400    7.400
(  64, 331)  coste     3.300    3.300
(  64, 433)  coste     3.900    3.900
(  64, 498)  coste     9.300    9.300
(  65, 67)  coste     1.800    1.800
(  65, 104)  coste     8.700    8.700
(  65, 142)  coste     6.100    6.100
(  65, 154)  coste     3.700    3.700
(  65, 159)  coste     9.000    9.000
(  65, 160)  coste     5.700    5.700
(  65, 177)  coste     4.300    4.300
(  65, 203)  coste     13.800    13.800
(  65, 218)  coste     11.200    11.200
(  65, 230)  coste     2.400    2.400
(  65, 269)  coste     7.400    7.400
(  65, 301)  coste     10.300    10.300
(  65, 375)  coste     16.100    16.100
(  65, 396)  coste     5.400    5.400
(  66, 75)  coste     12.500    12.500
(  66, 155)  coste     4.300    4.300
(  66, 158)  coste     9.500    9.500
(  66, 281)  coste     2.400    2.400
(  66, 302)  coste     6.600    6.600
(  66, 326)  coste     7.000    7.000
(  66, 327)  coste     10.000    10.000
(  66, 352)  coste     8.800    8.800
(  66, 490)  coste     6.200    6.200
(  67, 196)  coste     12.800    12.800
(  67, 247)  coste     5.300    5.300
(  67, 313)  coste     1.500    1.500
(  67, 317)  coste     11.900    11.900
(  67, 323)  coste     5.600    5.600
(  67, 394)  coste     5.500    5.500
(  67, 411)  coste     1.200    1.200
(  67, 435)  coste     5.900    5.900
(  67, 464)  coste     12.000    12.000
(  68, 224)  coste     7.000    7.000
(  68, 300)  coste     1.500    1.500
(  68, 367)  coste     5.200    5.200
(  68, 377)  coste     4.000    4.000
(  68, 399)  coste     5.600    5.600
(  68, 401)  coste     2.900    2.900
(  68, 432)  coste     5.300    5.300
(  69, 139)  coste     12.100    12.100
(  69, 199)  coste     10.300    10.300
(  69, 310)  coste     9.200    9.200
(  69, 333)  coste     5.800    5.800
(  69, 348)  coste     5.500    5.500
(  69, 393)  coste     6.100    6.100
(  70, 222)  coste     9.300    9.300
(  70, 241)  coste     6.400    6.400
(  70, 261)  coste     5.400    5.400
(  70, 317)  coste     5.200    5.200
(  70, 330)  coste     6.000    6.000
(  70, 362)  coste     6.000    6.000
(  70, 444)  coste     12.800    12.800
(  70, 467)  coste     1.900    1.900
(  71, 119)  coste     2.700    2.700
(  71, 148)  coste     7.600    7.600
(  71, 269)  coste     6.900    6.900
(  71, 424)  coste     9.300    9.300
(  72, 76)  coste     0.900    0.900
(  72, 93)  coste     9.600    9.600
(  72, 162)  coste     8.500    8.500
(  72, 228)  coste     11.200    11.200
(  72, 297)  coste     5.300    5.300
(  72, 352)  coste     5.300    5.300
(  72, 377)  coste     3.400    3.400
(  73, 112)  coste     4.300    4.300
(  73, 135)  coste     5.200    5.200
(  73, 249)  coste     4.300    4.300
(  73, 275)  coste     5.900    5.900
(  73, 357)  coste     0.200    0.200
(  73, 396)  coste     4.700    4.700
(  73, 427)  coste     4.900    4.900
(  73, 481)  coste     4.400    4.400
(  73, 485)  coste     4.200    4.200
(  74, 77)  coste     1.400    1.400
(  74, 140)  coste     4.500    4.500
(  74, 230)  coste     3.400    3.400
(  74, 267)  coste     8.700    8.700
(  74, 398)  coste     5.600    5.600
(  74, 414)  coste     1.300    1.300
(  74, 424)  coste     6.600    6.600
(  75, 144)  coste     7.900    7.900
(  75, 179)  coste     7.600    7.600
(  75, 207)  coste     7.600    7.600
(  75, 375)  coste     10.100    10.100
(  75, 451)  coste     9.600    9.600
(  75, 486)  coste     10.400    10.400
(  76, 79)  coste     11.900    11.900
(  76, 94)  coste     0.400    0.400
(  76, 96)  coste     10.500    10.500
(  76, 154)  coste     4.200    4.200
(  76, 237)  coste     4.600    4.600
(  76, 263)  coste     12.200    12.200
(  76, 327)  coste     9.600    9.600
(  76, 384)  coste     8.600    8.600
(  76, 499)  coste     8.800    8.800
(  77, 97)  coste     10.000    10.000
(  77, 299)  coste     3.100    3.100
(  77, 311)  coste     4.500    4.500
(  77, 360)  coste     1.200    1.200
(  78, 92)  coste     5.800    5.800
(  78, 107)  coste     7.700    7.700
(  78, 194)  coste     1.700    1.700
(  78, 207)  coste     1.800    1.800
(  78, 294)  coste     12.200    12.200
(  78, 326)  coste     5.700    5.700
(  79, 130)  coste     2.000    2.000
(  79, 334)  coste     10.300    10.300
(  79, 446)  coste     3.700    3.700
(  79, 458)  coste     8.900    8.900
(  80, 233)  coste     5.900    5.900
(  80, 389)  coste     3.200    3.200
(  80, 460)  coste     4.400    4.400
(  80, 487)  coste     4.000    4.000
(  81, 106)  coste     2.400    2.400
(  81, 270)  coste     3.000    3.000
(  81, 393)  coste     3.100    3.100
(  81, 425)  coste     5.500    5.500
(  81, 473)  coste     7.300    7.300
(  82, 92)  coste     11.100    11.100
(  82, 136)  coste     11.700    11.700
(  82, 178)  coste     8.900    8.900
(  82, 267)  coste     2.000    2.000
(  82, 367)  coste     11.900    11.900
(  82, 407)  coste     4.900    4.900
(  82, 442)  coste     12.600    12.600
(  82, 498)  coste     7.100    7.100
(  83, 139)  coste     12.600    12.600
(  83, 149)  coste     3.500    3.500
(  83, 157)  coste     7.900    7.900
(  83, 177)  coste     3.100    3.100
(  83, 205)  coste     14.200    14.200
(  83, 262)  coste     11.100    11.100
(  83, 274)  coste     11.100    11.100
(  83, 360)  coste     6.000    6.000
(  83, 492)  coste     7.600    7.600
(  84, 207)  coste     0.300    0.300
(  84, 243)  coste     10.000    10.000
(  84, 334)  coste     2.000    2.000
(  84, 409)  coste     12.200    12.200
(  85, 198)  coste     6.100    6.100
(  85, 306)  coste     2.600    2.600
(  85, 395)  coste     1.400    1.400
(  85, 449)  coste     2.600    2.600
(  85, 456)  coste     6.000    6.000
(  86, 90)  coste     9.700    9.700
(  86, 186)  coste     2.900    2.900
(  86, 215)  coste     2.100    2.100
(  86, 216)  coste     11.400    11.400
(  86, 320)  coste     10.600    10.600
(  86, 335)  coste     5.300    5.300
(  86, 385)  coste     9.800    9.800
(  86, 435)  coste     7.300    7.300
(  86, 491)  coste     10.100    10.100
(  86, 495)  coste     9.300    9.300
(  87, 133)  coste     7.900    7.900
(  87, 145)  coste     3.800    3.800
(  87, 212)  coste     6.400    6.400
(  87, 240)  coste     6.600    6.600
(  87, 268)  coste     11.300    11.300
(  87, 272)  coste     9.900    9.900
(  87, 390)  coste     7.000    7.000
(  87, 428)  coste     7.500    7.500
(  87, 463)  coste     5.600    5.600
(  87, 471)  coste     3.900    3.900
(  87, 478)  coste     10.900    10.900
(  88, 154)  coste     5.300    5.300
(  88, 194)  coste     7.500    7.500
(  88, 264)  coste     2.500    2.500
(  88, 278)  coste     8.200    8.200
(  88, 334)  coste     6.300    6.300
(  88, 340)  coste     6.000    6.000
(  88, 447)  coste     10.700    10.700
(  89, 170)  coste     6.800    6.800
(  89, 178)  coste     7.200    7.200
(  89, 305)  coste     3.100    3.100
(  89, 354)  coste     3.900    3.900
(  89, 378)  coste     2.800    2.800
(  90, 108)  coste     10.000    10.000
(  90, 121)  coste     3.200    3.200
(  90, 134)  coste     5.600    5.600
(  90, 142)  coste     4.400    4.400
(  90, 222)  coste     7.700    7.700
(  90, 235)  coste     5.900    5.900
(  90, 263)  coste     7.000    7.000
(  90, 300)  coste     6.800    6.800
(  90, 320)  coste     7.100    7.100
(  90, 353)  coste     10.200    10.200
(  90, 411)  coste     7.100    7.100
(  91, 94)  coste     3.000    3.000
(  91, 137)  coste     10.100    10.100
(  91, 253)  coste     9.000    9.000
(  91, 321)  coste     3.300    3.300
(  92, 123)  coste     6.400    6.400
(  92, 142)  coste     4.700    4.700
(  92, 188)  coste     3.800    3.800
(  92, 223)  coste     2.200    2.200
(  92, 304)  coste     4.100    4.100
(  92, 356)  coste     2.800    2.800
(  92, 359)  coste     4.400    4.400
(  92, 449)  coste     3.500    3.500
(  93, 132)  coste     7.600    7.600
(  93, 186)  coste     8.900    8.900
(  93, 237)  coste     5.500    5.500
(  93, 245)  coste     4.800    4.800
(  93, 263)  coste     2.100    2.100
(  93, 290)  coste     7.600    7.600
(  93, 331)  coste     4.400    4.400
(  93, 361)  coste     9.300    9.300
(  94, 98)  coste     3.000    3.000
(  94, 189)  coste     5.600    5.600
(  94, 211)  coste     8.700    8.700
(  94, 275)  coste     8.300    8.300
(  94, 295)  coste     7.500    7.500
(  94, 376)  coste     6.100    6.100
(  94, 394)  coste     7.400    7.400
(  94, 483)  coste     2.300    2.300
(  95, 106)  coste     9.900    9.900
(  95, 257)  coste     9.500    9.500
(  95, 334)  coste     12.700    12.700
(  95, 336)  coste     10.300    10.300
(  95, 339)  coste     8.800    8.800
(  95, 377)  coste     10.400    10.400
(  96, 186)  coste     9.300    9.300
(  96, 281)  coste     1.900    1.900
(  96, 470)  coste     5.400    5.400
(  97, 152)  coste     11.300    11.300
(  97, 285)  coste     8.500    8.500
(  97, 297)  coste     4.500    4.500
(  97, 426)  coste     8.900    8.900
(  97, 451)  coste     9.200    9.200
(  97, 459)  coste     11.600    11.600
(  98, 139)  coste     12.300    12.300
(  98, 147)  coste     8.100    8.100
(  98, 154)  coste     5.000    5.000
(  98, 183)  coste     10.300    10.300
(  98, 208)  coste     5.400    5.400
(  98, 303)  coste     7.200    7.200
(  98, 366)  coste     10.200    10.200
(  98, 391)  coste     13.200    13.200
(  98, 396)  coste     2.300    2.300
(  98, 408)  coste     4.300    4.300
(  98, 429)  coste     4.100    4.100
(  99, 128)  coste     1.700    1.700
(  99, 161)  coste     5.700    5.700
(  99, 188)  coste     4.500    4.500
(  100, 151)  coste     1.300    1.300
(  100, 155)  coste     3.300    3.300
(  100, 161)  coste     10.500    10.500
(  100, 179)  coste     7.700    7.700
(  100, 293)  coste     4.100    4.100
(  100, 353)  coste     8.600    8.600
(  100, 367)  coste     3.500    3.500
(  100, 405)  coste     9.000    9.000
(  100, 463)  coste     11.100    11.100
(  100, 465)  coste     8.300    8.300
(  101, 121)  coste     8.300    8.300
(  101, 152)  coste     10.100    10.100
(  101, 157)  coste     2.700    2.700
(  101, 358)  coste     5.900    5.900
(  101, 417)  coste     3.300    3.300
(  102, 122)  coste     4.000    4.000
(  102, 172)  coste     6.700    6.700
(  102, 257)  coste     3.600    3.600
(  102, 344)  coste     6.600    6.600
(  103, 121)  coste     2.200    2.200
(  103, 129)  coste     7.100    7.100
(  103, 187)  coste     9.500    9.500
(  103, 373)  coste     1.500    1.500
(  103, 412)  coste     6.300    6.300
(  103, 421)  coste     3.100    3.100
(  103, 454)  coste     8.100    8.100
(  103, 466)  coste     6.800    6.800
(  103, 482)  coste     5.200    5.200
(  104, 112)  coste     3.500    3.500
(  104, 119)  coste     4.300    4.300
(  104, 202)  coste     6.000    6.000
(  104, 318)  coste     6.600    6.600
(  104, 327)  coste     5.000    5.000
(  104, 336)  coste     5.200    5.200
(  104, 370)  coste     3.200    3.200
(  104, 374)  coste     5.000    5.000
(  104, 485)  coste     5.000    5.000
(  105, 136)  coste     10.500    10.500
(  105, 275)  coste     6.700    6.700
(  105, 375)  coste     1.600    1.600
(  106, 133)  coste     2.000    2.000
(  106, 195)  coste     9.600    9.600
(  106, 247)  coste     5.200    5.200
(  106, 355)  coste     0.800    0.800
(  106, 376)  coste     3.900    3.900
(  107, 109)  coste     4.100    4.100
(  107, 303)  coste     2.400    2.400
(  107, 359)  coste     7.900    7.900
(  107, 412)  coste     0.700    0.700
(  108, 381)  coste     14.000    14.000
(  108, 433)  coste     1.900    1.900
(  108, 477)  coste     4.600    4.600
(  109, 222)  coste     8.600    8.600
(  109, 257)  coste     6.100    6.100
(  109, 450)  coste     3.300    3.300
(  110, 178)  coste     4.500    4.500
(  110, 179)  coste     2.300    2.300
(  110, 248)  coste     1.700    1.700
(  110, 255)  coste     5.400    5.400
(  111, 210)  coste     11.200    11.200
(  111, 263)  coste     1.500    1.500
(  111, 285)  coste     2.500    2.500
(  111, 370)  coste     4.900    4.900
(  111, 398)  coste     7.000    7.000
(  111, 438)  coste     5.500    5.500
(  112, 130)  coste     2.400    2.400
(  112, 158)  coste     9.800    9.800
(  112, 180)  coste     9.700    9.700
(  112, 244)  coste     13.600    13.600
(  112, 294)  coste     3.000    3.000
(  112, 342)  coste     8.800    8.800
(  112, 479)  coste     5.900    5.900
(  112, 492)  coste     11.200    11.200
(  113, 154)  coste     1.300    1.300
(  113, 238)  coste     4.800    4.800
(  113, 281)  coste     7.100    7.100
(  113, 370)  coste     5.900    5.900
(  113, 456)  coste     4.100    4.100
(  113, 477)  coste     7.700    7.700
(  114, 189)  coste     7.900    7.900
(  114, 203)  coste     6.000    6.000
(  114, 289)  coste     4.500    4.500
(  114, 299)  coste     3.900    3.900
(  114, 322)  coste     2.100    2.100
(  114, 435)  coste     4.500    4.500
(  114, 473)  coste     6.600    6.600
(  115, 224)  coste     9.400    9.400
(  115, 227)  coste     9.400    9.400
(  115, 323)  coste     8.000    8.000
(  115, 329)  coste     11.700    11.700
(  115, 346)  coste     7.500    7.500
(  115, 393)  coste     7.600    7.600
(  115, 398)  coste     9.200    9.200
(  115, 456)  coste     13.300    13.300
(  115, 464)  coste     2.000    2.000
(  116, 281)  coste     3.700    3.700
(  117, 256)  coste     0.800    0.800
(  117, 361)  coste     1.400    1.400
(  117, 453)  coste     2.100    2.100
(  118, 188)  coste     3.000    3.000
(  118, 262)  coste     6.500    6.500
(  118, 387)  coste     1.500    1.500
(  118, 482)  coste     5.900    5.900
(  119, 404)  coste     2.000    2.000
(  120, 323)  coste     8.900    8.900
(  120, 324)  coste     8.700    8.700
(  120, 361)  coste     2.400    2.400
(  120, 428)  coste     10.000    10.000
(  121, 154)  coste     9.600    9.600
(  121, 344)  coste     11.600    11.600
(  121, 346)  coste     7.600    7.600
(  121, 353)  coste     13.400    13.400
(  121, 424)  coste     11.300    11.300
(  121, 431)  coste     12.200    12.200
(  122, 134)  coste     5.400    5.400
(  122, 188)  coste     3.100    3.100
(  122, 242)  coste     8.200    8.200
(  122, 318)  coste     7.800    7.800
(  122, 479)  coste     3.200    3.200
(  123, 341)  coste     6.600    6.600
(  123, 354)  coste     7.500    7.500
(  123, 374)  coste     5.700    5.700
(  123, 430)  coste     7.200    7.200
(  123, 479)  coste     3.500    3.500
(  124, 241)  coste     0.500    0.500
(  124, 337)  coste     5.500    5.500
(  124, 351)  coste     7.600    7.600
(  125, 131)  coste     3.300    3.300
(  125, 183)  coste     9.400    9.400
(  125, 194)  coste     2.500    2.500
(  125, 250)  coste     3.200    3.200
(  125, 356)  coste     0.200    0.200
(  125, 443)  coste     7.700    7.700
(  125, 485)  coste     3.700    3.700
(  126, 131)  coste     11.500    11.500
(  126, 209)  coste     12.000    12.000
(  126, 241)  coste     7.300    7.300
(  126, 349)  coste     9.200    9.200
(  126, 364)  coste     9.200    9.200
(  126, 372)  coste     5.700    5.700
(  126, 413)  coste     1.800    1.800
(  127, 164)  coste     10.500    10.500
(  127, 183)  coste     1.500    1.500
(  127, 234)  coste     4.700    4.700
(  127, 237)  coste     9.200    9.200
(  127, 341)  coste     8.500    8.500
(  127, 370)  coste     6.000    6.000
(  127, 414)  coste     9.200    9.200
(  127, 485)  coste     9.600    9.600
(  128, 140)  coste     9.900    9.900
(  128, 189)  coste     2.100    2.100
(  128, 200)  coste     3.700    3.700
(  128, 373)  coste     6.600    6.600
(  128, 436)  coste     7.700    7.700
(  129, 148)  coste     5.100    5.100
(  129, 171)  coste     5.600    5.600
(  129, 175)  coste     6.200    6.200
(  129, 418)  coste     3.900    3.900
(  130, 136)  coste     9.000    9.000
(  130, 160)  coste     11.700    11.700
(  130, 238)  coste     8.400    8.400
(  130, 406)  coste     9.600    9.600
(  130, 455)  coste     4.600    4.600
(  131, 192)  coste     6.100    6.100
(  131, 203)  coste     11.300    11.300
(  131, 254)  coste     9.200    9.200
(  131, 280)  coste     12.300    12.300
(  131, 304)  coste     6.600    6.600
(  131, 340)  coste     10.900    10.900
(  131, 404)  coste     5.500    5.500
(  131, 498)  coste     6.500    6.500
(  132, 206)  coste     3.100    3.100
(  132, 286)  coste     4.700    4.700
(  132, 354)  coste     2.500    2.500
(  132, 440)  coste     9.700    9.700
(  132, 445)  coste     3.600    3.600
(  132, 485)  coste     5.100    5.100
(  132, 489)  coste     4.700    4.700
(  133, 155)  coste     5.700    5.700
(  133, 179)  coste     7.300    7.300
(  133, 182)  coste     6.400    6.400
(  133, 215)  coste     3.200    3.200
(  133, 220)  coste     10.100    10.100
(  133, 308)  coste     6.000    6.000
(  133, 422)  coste     6.400    6.400
(  133, 434)  coste     3.200    3.200
(  134, 188)  coste     4.300    4.300
(  134, 274)  coste     7.800    7.800
(  134, 303)  coste     4.200    4.200
(  134, 361)  coste     5.200    5.200
(  134, 419)  coste     9.500    9.500
(  134, 424)  coste     2.500    2.500
(  134, 425)  coste     10.500    10.500
(  134, 434)  coste     6.600    6.600
(  134, 495)  coste     5.200    5.200
(  135, 145)  coste     10.900    10.900
(  135, 407)  coste     9.700    9.700
(  136, 281)  coste     5.100    5.100
(  136, 327)  coste     11.300    11.300
(  136, 339)  coste     8.400    8.400
(  136, 369)  coste     9.200    9.200
(  136, 441)  coste     8.800    8.800
(  136, 443)  coste     12.100    12.100
(  137, 197)  coste     4.900    4.900
(  137, 225)  coste     10.400    10.400
(  137, 367)  coste     8.800    8.800
(  137, 380)  coste     3.400    3.400
(  138, 174)  coste     5.900    5.900
(  138, 231)  coste     9.000    9.000
(  138, 298)  coste     3.800    3.800
(  138, 389)  coste     5.800    5.800
(  138, 407)  coste     3.100    3.100
(  138, 491)  coste     9.200    9.200
(  139, 140)  coste     6.100    6.100
(  139, 251)  coste     13.500    13.500
(  139, 304)  coste     4.700    4.700
(  139, 316)  coste     12.500    12.500
(  139, 386)  coste     6.000    6.000
(  139, 421)  coste     5.400    5.400
(  139, 453)  coste     6.400    6.400
(  140, 158)  coste     7.500    7.500
(  140, 163)  coste     5.400    5.400
(  140, 237)  coste     5.800    5.800
(  140, 257)  coste     5.600    5.600
(  140, 284)  coste     3.100    3.100
(  140, 287)  coste     6.100    6.100
(  140, 289)  coste     3.200    3.200
(  140, 290)  coste     6.100    6.100
(  140, 314)  coste     4.200    4.200
(  140, 321)  coste     4.500    4.500
(  140, 399)  coste     4.500    4.500
(  141, 176)  coste     8.400    8.400
(  141, 324)  coste     9.500    9.500
(  141, 360)  coste     7.700    7.700
(  141, 400)  coste     2.000    2.000
(  141, 427)  coste     5.100    5.100
(  141, 433)  coste     15.900    15.900
(  141, 437)  coste     9.500    9.500
(  141, 472)  coste     7.200    7.200
(  142, 145)  coste     7.900    7.900
(  142, 188)  coste     3.100    3.100
(  142, 219)  coste     10.200    10.200
(  142, 253)  coste     6.200    6.200
(  142, 279)  coste     6.700    6.700
(  142, 282)  coste     2.900    2.900
(  142, 336)  coste     2.200    2.200
(  142, 345)  coste     8.100    8.100
(  142, 365)  coste     3.700    3.700
(  142, 435)  coste     12.200    12.200
(  142, 468)  coste     1.400    1.400
(  143, 151)  coste     1.800    1.800
(  143, 157)  coste     7.900    7.900
(  143, 374)  coste     9.700    9.700
(  143, 385)  coste     7.400    7.400
(  144, 189)  coste     7.600    7.600
(  144, 357)  coste     5.400    5.400
(  144, 409)  coste     1.800    1.800
(  144, 473)  coste     2.700    2.700
(  145, 268)  coste     7.500    7.500
(  145, 322)  coste     7.700    7.700
(  145, 379)  coste     8.400    8.400
(  145, 415)  coste     7.600    7.600
(  145, 437)  coste     0.600    0.600
(  145, 446)  coste     1.900    1.900
(  146, 147)  coste     6.200    6.200
(  146, 185)  coste     8.800    8.800
(  146, 413)  coste     9.200    9.200
(  146, 465)  coste     2.400    2.400
(  147, 192)  coste     13.400    13.400
(  147, 239)  coste     2.500    2.500
(  147, 348)  coste     6.400    6.400
(  147, 486)  coste     7.400    7.400
(  148, 203)  coste     8.300    8.300
(  148, 298)  coste     13.800    13.800
(  148, 324)  coste     9.500    9.500
(  148, 358)  coste     6.000    6.000
(  149, 243)  coste     6.200    6.200
(  149, 430)  coste     7.700    7.700
(  150, 156)  coste     9.300    9.300
(  150, 256)  coste     5.300    5.300
(  150, 313)  coste     5.100    5.100
(  150, 319)  coste     3.100    3.100
(  150, 335)  coste     8.500    8.500
(  150, 397)  coste     8.600    8.600
(  150, 480)  coste     1.100    1.100
(  151, 236)  coste     10.900    10.900
(  151, 450)  coste     12.700    12.700
(  152, 156)  coste     4.600    4.600
(  152, 190)  coste     4.800    4.800
(  152, 246)  coste     9.300    9.300
(  152, 302)  coste     6.400    6.400
(  152, 318)  coste     10.800    10.800
(  152, 353)  coste     6.600    6.600
(  153, 201)  coste     7.400    7.400
(  153, 240)  coste     3.000    3.000
(  153, 411)  coste     9.000    9.000
(  153, 453)  coste     4.600    4.600
(  153, 495)  coste     2.300    2.300
(  154, 304)  coste     5.400    5.400
(  154, 330)  coste     5.400    5.400
(  154, 404)  coste     4.300    4.300
(  154, 416)  coste     12.400    12.400
(  154, 428)  coste     2.400    2.400
(  154, 457)  coste     6.800    6.800
(  155, 221)  coste     10.600    10.600
(  155, 247)  coste     8.900    8.900
(  155, 260)  coste     11.100    11.100
(  155, 298)  coste     2.100    2.100
(  155, 449)  coste     4.300    4.300
(  156, 165)  coste     10.900    10.900
(  156, 199)  coste     3.900    3.900
(  156, 255)  coste     6.000    6.000
(  156, 268)  coste     11.200    11.200
(  156, 280)  coste     4.100    4.100
(  156, 343)  coste     11.100    11.100
(  156, 488)  coste     11.400    11.400
(  157, 172)  coste     6.900    6.900
(  157, 268)  coste     1.400    1.400
(  157, 271)  coste     4.100    4.100
(  157, 294)  coste     4.100    4.100
(  157, 334)  coste     6.200    6.200
(  157, 344)  coste     5.600    5.600
(  157, 377)  coste     6.300    6.300
(  157, 457)  coste     12.400    12.400
(  157, 472)  coste     6.200    6.200
(  158, 384)  coste     5.700    5.700
(  158, 454)  coste     2.000    2.000
(  158, 459)  coste     1.000    1.000
(  158, 477)  coste     7.700    7.700
(  159, 161)  coste     5.400    5.400
(  159, 319)  coste     6.500    6.500
(  159, 398)  coste     7.800    7.800
(  159, 424)  coste     7.000    7.000
(  159, 477)  coste     4.300    4.300
(  160, 292)  coste     4.400    4.400
(  160, 327)  coste     7.400    7.400
(  160, 363)  coste     8.100    8.100
(  160, 417)  coste     0.400    0.400
(  161, 192)  coste     11.600    11.600
(  161, 205)  coste     11.800    11.800
(  161, 297)  coste     1.100    1.100
(  161, 467)  coste     3.000    3.000
(  161, 469)  coste     7.200    7.200
(  162, 268)  coste     8.600    8.600
(  162, 490)  coste     5.200    5.200
(  163, 191)  coste     7.300    7.300
(  163, 290)  coste     3.700    3.700
(  163, 318)  coste     5.800    5.800
(  163, 350)  coste     7.000    7.000
(  163, 352)  coste     7.200    7.200
(  163, 382)  coste     4.600    4.600
(  163, 423)  coste     5.800    5.800
(  163, 444)  coste     10.000    10.000
(  164, 177)  coste     1.500    1.500
(  164, 230)  coste     3.000    3.000
(  165, 215)  coste     11.100    11.100
(  165, 286)  coste     7.500    7.500
(  165, 302)  coste     2.700    2.700
(  165, 322)  coste     6.500    6.500
(  165, 372)  coste     4.700    4.700
(  165, 464)  coste     3.200    3.200
(  165, 472)  coste     4.500    4.500
(  166, 244)  coste     12.500    12.500
(  166, 315)  coste     7.500    7.500
(  166, 457)  coste     4.800    4.800
(  167, 312)  coste     13.000    13.000
(  167, 345)  coste     10.900    10.900
(  167, 398)  coste     5.300    5.300
(  167, 473)  coste     10.500    10.500
(  167, 493)  coste     1.400    1.400
(  168, 286)  coste     5.500    5.500
(  168, 370)  coste     5.500    5.500
(  168, 474)  coste     5.000    5.000
(  168, 490)  coste     9.900    9.900
(  169, 208)  coste     10.500    10.500
(  169, 224)  coste     13.000    13.000
(  169, 324)  coste     1.600    1.600
(  169, 335)  coste     0.900    0.900
(  169, 341)  coste     4.000    4.000
(  169, 457)  coste     4.100    4.100
(  169, 460)  coste     6.300    6.300
(  169, 489)  coste     2.900    2.900
(  170, 250)  coste     7.600    7.600
(  170, 287)  coste     4.000    4.000
(  170, 308)  coste     9.700    9.700
(  170, 490)  coste     8.300    8.300
(  171, 191)  coste     8.200    8.200
(  171, 252)  coste     5.900    5.900
(  171, 296)  coste     9.300    9.300
(  171, 309)  coste     8.100    8.100
(  171, 358)  coste     6.500    6.500
(  171, 370)  coste     9.700    9.700
(  171, 417)  coste     6.500    6.500
(  171, 482)  coste     3.500    3.500
(  172, 333)  coste     12.300    12.300
(  172, 426)  coste     0.900    0.900
(  172, 465)  coste     5.200    5.200
(  174, 222)  coste     7.400    7.400
(  174, 233)  coste     5.800    5.800
(  174, 305)  coste     3.900    3.900
(  174, 329)  coste     6.100    6.100
(  174, 380)  coste     6.200    6.200
(  175, 202)  coste     11.300    11.300
(  175, 223)  coste     6.000    6.000
(  175, 291)  coste     8.000    8.000
(  175, 369)  coste     8.200    8.200
(  175, 401)  coste     3.300    3.300
(  175, 422)  coste     5.700    5.700
(  175, 467)  coste     8.600    8.600
(  176, 219)  coste     9.200    9.200
(  176, 238)  coste     5.700    5.700
(  176, 273)  coste     3.200    3.200
