NOMBRE : N500E2000R100_04
(  52, 203)  coste     13.500    13.500
(  52, 217)  coste     8.400    8.400
(  52, 250)  coste     15.100    15.100
(  52, 260)  coste     1.400    1.400
(  52, 306)  coste     5.600    5.600
(  52, 378)  coste     5.700    5.700
(  52, 471)  coste     9.700    9.700
(  53, 117)  coste     5.300    5.300
(  53, 130)  coste     2.100    2.100
(  53, 150)  coste     7.900    7.900
(  53, 174)  coste     10.500    10.500
(  53, 343)  coste     5.300    5.300
(  53, 403)  coste     7.800    7.800
(  53, 404)  coste     3.300    3.300
(  53, 425)  coste     8.700    8.700
(  53, 436)  coste     0.800    0.800
(  53, 447)  coste     12.600    12.600
(  53, 477)  coste     5.500    5.500
(  53, 498)  coste     7.300    7.300
(  54, 264)  coste     4.000    4.000
(  54, 343)  coste     3.400    3.400
(  55, 149)  coste     6.500    6.500
(  55, 155)  coste     1.300    1.300
(  55, 165)  coste     4.600    4.600
(  55, 232)  coste     4.700    4.700
(  55, 245)  coste     6.100    6.100
(  55, 331)  coste     11.800    11.800
(  56, 148)  coste     10.600    10.600
(  56, 199)  coste     8.600    8.600
(  56, 392)  coste     4.800    4.800
(  56, 422)  coste     1.800    1.800
(  56, 457)  coste     8.700    8.700
(  56, 469)  coste     8.100    8.100
(  56, 471)  coste     0.700    0.700
(  57, 93)  coste     12.500    12.500
(  57, 187)  coste     3.600    3.600
(  57, 204)  coste     2.000    2.000
(  57, 225)  coste     9.300    9.300
(  57, 299)  coste     11.600    11.600
(  57, 361)  coste     16.300    16.300
(  57, 362)  coste     11.600    11.600
(  57, 447)  coste     15.900    15.900
(  58, 67)  coste     5.700    5.700
(  58, 115)  coste     6.100    6.100
(  58, 124)  coste     3.400    3.400
(  58, 128)  coste     0.700    0.700
(  58, 137)  coste     10.000    10.000
(  58, 290)  coste     14.300    14.300
(  58, 481)  coste     6.500    6.500
(  59, 186)  coste     8.900    8.900
(  59, 237)  coste     6.300    6.300
(  59, 262)  coste     2.900    2.900
(  59, 346)  coste     6.000    6.000
(  59, 350)  coste     13.200    13.200
(  59, 465)  coste     10.400    10.400
(  60, 176)  coste     7.300    7.300
(  60, 296)  coste     10.400    10.400
(  60, 442)  coste     7.200    7.200
(  61, 101)  coste     8.600    8.600
(  61, 131)  coste     10.400    10.400
(  61, 153)  coste     6.600    6.600
(  61, 207)  coste     2.900    2.900
(  61, 318)  coste     3.800    3.800
(  61, 337)  coste     10.400    10.400
(  61, 349)  coste     8.800    8.800
(  61, 367)  coste     7.000    7.000
(  61, 409)  coste     4.200    4.200
(  61, 456)  coste     4.800    4.800
(  61, 464)  coste     5.200    5.200
(  62, 296)  coste     0.800    0.800
(  62, 331)  coste     14.200    14.200
(  62, 342)  coste     15.400    15.400
(  62, 469)  coste     9.300    9.300
(  63, 99)  coste     4.000    4.000
(  63, 107)  coste     8.200    8.200
(  63, 129)  coste     2.700    2.700
(  63, 199)  coste     2.700    2.700
(  63, 212)  coste     3.000    3.000
(  63, 251)  coste     4.400    4.400
(  63, 373)  coste     5.400    5.400
(  63, 398)  coste     10.500    10.500
(  63, 442)  coste     3.300    3.300
(  63, 480)  coste     8.900    8.900
(  64, 179)  coste     5.800    5.800
(  64, 180)  coste     8.700    8.700
(  64, 185)  coste     6.100    6.100
(  64, 324)  coste     6.300    6.300
(  64, 396)  coste     5.300    5.300
(  64, 411)  coste     3.500    3.500
(  64, 481)  coste     7.100    7.100
(  65, 145)  coste     7.300    7.300
(  65, 221)  coste     7.000    7.000
(  65, 382)  coste     11.300    11.300
(  65, 407)  coste     6.100    6.100
(  65, 415)  coste     11.800    11.800
(  66, 162)  coste     10.200    10.200
(  66, 241)  coste     7.400    7.400
(  66, 283)  coste     8.100    8.100
(  66, 418)  coste     10.300    10.300
(  66, 462)  coste     8.500    8.500
(  67, 89)  coste     11.200    11.200
(  67, 209)  coste     8.300    8.300
(  67, 250)  coste     9.100    9.100
(  67, 368)  coste     8.600    8.600
(  68, 231)  coste     2.400    2.400
(  68, 257)  coste     6.200    6.200
(  68, 331)  coste     8.100    8.100
(  68, 344)  coste     7.500    7.500
(  68, 468)  coste     7.300    7.300
(  68, 493)  coste     9.900    9.900
(  69, 117)  coste     3.700    3.700
(  69, 155)  coste     4.800    4.800
(  69, 216)  coste     5.100    5.100
(  69, 408)  coste     6.400    6.400
(  69, 412)  coste     3.400    3.400
(  69, 472)  coste     7.500    7.500
(  69, 478)  coste     3.200    3.200
(  70, 194)  coste     8.600    8.600
(  70, 219)  coste     3.500    3.500
(  70, 238)  coste     5.900    5.900
(  70, 398)  coste     11.800    11.800
(  70, 426)  coste     8.700    8.700
(  70, 431)  coste     7.600    7.600
(  70, 442)  coste     6.400    6.400
(  70, 467)  coste     0.800    0.800
(  71, 178)  coste     13.500    13.500
(  71, 270)  coste     12.100    12.100
(  71, 271)  coste     2.000    2.000
(  71, 278)  coste     5.600    5.600
(  71, 301)  coste     12.300    12.300
(  71, 357)  coste     14.400    14.400
(  72, 155)  coste     6.200    6.200
(  72, 246)  coste     4.300    4.300
(  72, 305)  coste     5.700    5.700
(  72, 359)  coste     5.400    5.400
(  73, 88)  coste     3.300    3.300
(  73, 231)  coste     3.400    3.400
(  73, 449)  coste     2.100    2.100
(  73, 487)  coste     5.500    5.500
(  74, 78)  coste     5.800    5.800
(  74, 96)  coste     7.200    7.200
(  74, 137)  coste     7.700    7.700
(  74, 143)  coste     4.800    4.800
(  74, 261)  coste     6.800    6.800
(  74, 303)  coste     8.800    8.800
(  74, 350)  coste     4.200    4.200
(  74, 430)  coste     8.700    8.700
(  74, 461)  coste     10.300    10.300
(  74, 492)  coste     6.900    6.900
(  74, 497)  coste     11.300    11.300
(  75, 280)  coste     10.600    10.600
(  75, 281)  coste     2.000    2.000
(  75, 331)  coste     9.200    9.200
(  75, 364)  coste     1.200    1.200
(  75, 390)  coste     8.100    8.100
(  75, 445)  coste     4.400    4.400
(  76, 228)  coste     2.100    2.100
(  76, 319)  coste     10.600    10.600
(  76, 330)  coste     3.400    3.400
(  76, 435)  coste     8.200    8.200
(  77, 132)  coste     7.000    7.000
(  77, 191)  coste     3.500    3.500
(  77, 276)  coste     4.700    4.700
(  77, 287)  coste     2.600    2.600
(  77, 310)  coste     4.100    4.100
(  77, 440)  coste     4.700    4.700
(  77, 482)  coste     5.100    5.100
(  77, 487)  coste     2.100    2.100
(  78, 238)  coste     14.300    14.300
(  78, 245)  coste     8.300    8.300
(  78, 246)  coste     9.600    9.600
(  78, 328)  coste     13.700    13.700
(  78, 492)  coste     7.500    7.500
(  79, 113)  coste     12.200    12.200
(  79, 147)  coste     2.300    2.300
(  79, 151)  coste     10.500    10.500
(  79, 188)  coste     7.000    7.000
(  79, 241)  coste     2.700    2.700
(  79, 242)  coste     6.500    6.500
(  79, 343)  coste     8.000    8.000
(  79, 418)  coste     5.600    5.600
(  80, 181)  coste     11.400    11.400
(  80, 183)  coste     11.700    11.700
(  80, 315)  coste     11.200    11.200
(  80, 338)  coste     11.100    11.100
(  80, 352)  coste     5.300    5.300
(  80, 355)  coste     9.500    9.500
(  80, 365)  coste     0.400    0.400
(  81, 258)  coste     9.700    9.700
(  81, 357)  coste     4.700    4.700
(  81, 398)  coste     14.400    14.400
(  81, 412)  coste     6.300    6.300
(  81, 417)  coste     8.800    8.800
(  81, 438)  coste     13.500    13.500
(  81, 458)  coste     2.100    2.100
(  82, 146)  coste     10.400    10.400
(  82, 191)  coste     9.700    9.700
(  82, 205)  coste     12.400    12.400
(  82, 353)  coste     9.500    9.500
(  82, 368)  coste     2.300    2.300
(  82, 398)  coste     1.900    1.900
(  83, 115)  coste     6.100    6.100
(  83, 145)  coste     3.100    3.100
(  83, 329)  coste     7.900    7.900
(  83, 450)  coste     3.700    3.700
(  83, 480)  coste     7.900    7.900
(  84, 88)  coste     1.000    1.000
(  84, 127)  coste     8.700    8.700
(  84, 129)  coste     11.400    11.400
(  84, 442)  coste     5.400    5.400
(  85, 248)  coste     9.700    9.700
(  85, 271)  coste     6.600    6.600
(  85, 336)  coste     4.900    4.900
(  85, 338)  coste     8.300    8.300
(  85, 343)  coste     12.500    12.500
(  86, 110)  coste     6.900    6.900
(  86, 186)  coste     4.500    4.500
(  86, 192)  coste     8.300    8.300
(  86, 374)  coste     3.800    3.800
(  86, 443)  coste     5.600    5.600
(  86, 500)  coste     5.500    5.500
(  87, 102)  coste     3.000    3.000
(  87, 182)  coste     11.100    11.100
(  87, 226)  coste     7.700    7.700
(  87, 386)  coste     8.800    8.800
(  87, 484)  coste     10.100    10.100
(  88, 178)  coste     12.000    12.000
(  88, 282)  coste     6.700    6.700
(  88, 303)  coste     4.400    4.400
(  88, 353)  coste     1.400    1.400
(  88, 365)  coste     7.100    7.100
(  88, 388)  coste     4.800    4.800
(  88, 469)  coste     8.300    8.300
(  89, 146)  coste     6.700    6.700
(  89, 234)  coste     6.100    6.100
(  89, 246)  coste     8.400    8.400
(  89, 306)  coste     1.200    1.200
(  89, 392)  coste     0.800    0.800
(  89, 465)  coste     8.600    8.600
(  89, 478)  coste     1.900    1.900
(  90, 146)  coste     3.300    3.300
(  90, 169)  coste     6.800    6.800
(  90, 179)  coste     4.900    4.900
(  90, 187)  coste     4.600    4.600
(  90, 225)  coste     4.700    4.700
(  90, 228)  coste     7.800    7.800
(  90, 251)  coste     7.100    7.100
(  90, 345)  coste     4.600    4.600
(  90, 364)  coste     3.600    3.600
(  90, 408)  coste     4.100    4.100
(  90, 416)  coste     2.300    2.300
(  90, 423)  coste     3.300    3.300
(  91, 113)  coste     1.300    1.300
(  91, 133)  coste     5.100    5.100
(  91, 134)  coste     7.000    7.000
(  91, 206)  coste     7.200    7.200
(  91, 272)  coste     9.600    9.600
(  91, 299)  coste     5.100    5.100
(  91, 347)  coste     7.800    7.800
(  91, 406)  coste     5.700    5.700
(  91, 451)  coste     2.100    2.100
(  91, 471)  coste     3.400    3.400
(  92, 280)  coste     6.300    6.300
(  92, 282)  coste     3.000    3.000
(  92, 283)  coste     3.900    3.900
(  92, 308)  coste     4.900    4.900
(  92, 472)  coste     9.900    9.900
(  93, 141)  coste     4.300    4.300
(  93, 168)  coste     6.200    6.200
(  93, 182)  coste     14.000    14.000
(  93, 279)  coste     14.000    14.000
(  94, 268)  coste     4.100    4.100
(  94, 330)  coste     3.400    3.400
(  94, 397)  coste     7.500    7.500
(  94, 417)  coste     3.100    3.100
(  95, 143)  coste     2.300    2.300
(  95, 394)  coste     9.900    9.900
(  95, 416)  coste     2.600    2.600
(  95, 478)  coste     4.400    4.400
(  95, 489)  coste     9.200    9.200
(  95, 499)  coste     2.100    2.100
(  96, 129)  coste     5.000    5.000
(  96, 166)  coste     4.200    4.200
(  96, 217)  coste     6.600    6.600
(  96, 375)  coste     1.400    1.400
(  97, 119)  coste     7.200    7.200
(  97, 120)  coste     14.800    14.800
(  97, 122)  coste     5.000    5.000
(  97, 203)  coste     8.100    8.100
(  97, 258)  coste     12.700    12.700
(  97, 303)  coste     8.000    8.000
(  97, 370)  coste     13.100    13.100
(  97, 403)  coste     9.900    9.900
(  97, 434)  coste     7.000    7.000
(  97, 447)  coste     7.500    7.500
(  98, 131)  coste     5.300    5.300
(  98, 204)  coste     5.500    5.500
(  98, 280)  coste     9.500    9.500
(  98, 333)  coste     3.800    3.800
(  98, 361)  coste     9.600    9.600
(  98, 414)  coste     7.800    7.800
(  98, 446)  coste     4.600    4.600
(  99, 137)  coste     10.200    10.200
(  99, 151)  coste     8.800    8.800
(  99, 163)  coste     8.400    8.400
(  99, 198)  coste     7.000    7.000
(  99, 214)  coste     3.700    3.700
(  99, 409)  coste     7.300    7.300
(  100, 129)  coste     5.800    5.800
(  100, 173)  coste     1.500    1.500
(  100, 287)  coste     1.500    1.500
(  100, 320)  coste     1.200    1.200
(  100, 340)  coste     1.400    1.400
(  100, 359)  coste     4.300    4.300
(  100, 420)  coste     5.300    5.300
(  101, 107)  coste     3.100    3.100
(  101, 182)  coste     7.700    7.700
(  101, 206)  coste     4.900    4.900
(  101, 243)  coste     7.200    7.200
(  101, 251)  coste     9.300    9.300
(  101, 354)  coste     4.900    4.900
(  101, 423)  coste     9.100    9.100
(  101, 429)  coste     2.800    2.800
(  102, 119)  coste     13.800    13.800
(  102, 140)  coste     3.700    3.700
(  102, 174)  coste     5.600    5.600
(  102, 188)  coste     12.800    12.800
(  102, 277)  coste     7.800    7.800
(  102, 372)  coste     9.700    9.700
(  103, 347)  coste     7.000    7.000
(  103, 459)  coste     10.500    10.500
(  104, 188)  coste     2.200    2.200
(  104, 217)  coste     9.400    9.400
(  104, 276)  coste     1.000    1.000
(  104, 365)  coste     2.700    2.700
(  104, 397)  coste     9.600    9.600
(  104, 454)  coste     7.700    7.700
(  104, 463)  coste     6.200    6.200
(  105, 141)  coste     3.300    3.300
(  105, 178)  coste     3.300    3.300
(  105, 247)  coste     5.400    5.400
(  105, 288)  coste     1.600    1.600
(  105, 432)  coste     3.900    3.900
(  105, 482)  coste     1.300    1.300
(  106, 110)  coste     9.100    9.100
(  106, 173)  coste     3.900    3.900
(  106, 212)  coste     2.700    2.700
(  106, 347)  coste     10.300    10.300
(  106, 360)  coste     4.200    4.200
(  106, 437)  coste     10.000    10.000
(  107, 130)  coste     0.900    0.900
(  107, 144)  coste     9.400    9.400
(  107, 208)  coste     13.100    13.100
(  107, 302)  coste     4.900    4.900
(  108, 240)  coste     5.300    5.300
(  108, 374)  coste     3.400    3.400
(  108, 428)  coste     5.300    5.300
(  109, 179)  coste     6.800    6.800
(  109, 327)  coste     1.400    1.400
(  109, 364)  coste     2.500    2.500
(  109, 460)  coste     2.400    2.400
(  109, 461)  coste     5.000    5.000
(  110, 151)  coste     11.200    11.200
(  110, 236)  coste     5.400    5.400
(  110, 297)  coste     9.100    9.100
(  110, 337)  coste     7.500    7.500
(  110, 385)  coste     5.500    5.500
(  110, 476)  coste     11.500    11.500
(  110, 497)  coste     11.400    11.400
(  111, 248)  coste     7.100    7.100
(  111, 362)  coste     6.100    6.100
(  111, 438)  coste     9.400    9.400
(  111, 485)  coste     6.600    6.600
(  112, 197)  coste     3.400    3.400
(  112, 240)  coste     5.400    5.400
(  112, 251)  coste     8.800    8.800
(  112, 323)  coste     7.700    7.700
(  112, 349)  coste     11.100    11.100
(  112, 428)  coste     5.400    5.400
(  112, 483)  coste     12.900    12.900
(  112, 499)  coste     8.100    8.100
(  113, 455)  coste     8.800    8.800
(  114, 133)  coste     1.000    1.000
(  114, 226)  coste     5.700    5.700
(  114, 292)  coste     4.200    4.200
(  114, 349)  coste     6.000    6.000
(  114, 352)  coste     4.600    4.600
(  114, 439)  coste     4.800    4.800
(  115, 141)  coste     8.000    8.000
(  115, 291)  coste     6.900    6.900
(  115, 375)  coste     8.800    8.800
(  115, 390)  coste     13.500    13.500
(  115, 469)  coste     5.100    5.100
(  116, 164)  coste     7.300    7.300
(  116, 217)  coste     7.800    7.800
(  116, 306)  coste     7.000    7.000
(  116, 308)  coste     3.000    3.000
(  116, 333)  coste     3.700    3.700
(  116, 381)  coste     11.000    11.000
(  116, 462)  coste     9.400    9.400
(  117, 160)  coste     2.800    2.800
(  117, 231)  coste     1.300    1.300
(  117, 336)  coste     3.600    3.600
(  117, 388)  coste     3.400    3.400
(  117, 417)  coste     3.000    3.000
(  117, 418)  coste     5.800    5.800
(  117, 449)  coste     4.000    4.000
(  118, 205)  coste     9.500    9.500
(  118, 211)  coste     5.900    5.900
(  118, 372)  coste     7.500    7.500
(  118, 479)  coste     2.700    2.700
(  119, 152)  coste     14.200    14.200
(  119, 167)  coste     9.200    9.200
(  119, 203)  coste     15.300    15.300
(  119, 444)  coste     0.600    0.600
(  119, 466)  coste     10.400    10.400
(  119, 483)  coste     1.000    1.000
(  119, 484)  coste     3.100    3.100
(  119, 492)  coste     3.900    3.900
(  120, 246)  coste     8.200    8.200
(  120, 371)  coste     4.700    4.700
(  120, 394)  coste     4.400    4.400
(  120, 396)  coste     10.600    10.600
(  120, 421)  coste     9.700    9.700
(  120, 488)  coste     8.100    8.100
(  121, 130)  coste     7.900    7.900
(  121, 135)  coste     9.400    9.400
(  121, 160)  coste     5.300    5.300
(  121, 190)  coste     4.400    4.400
(  121, 225)  coste     2.400    2.400
(  121, 310)  coste     5.300    5.300
(  121, 339)  coste     1.900    1.900
(  122, 124)  coste     3.300    3.300
(  122, 180)  coste     7.600    7.600
(  122, 195)  coste     2.200    2.200
(  122, 275)  coste     11.100    11.100
(  122, 424)  coste     2.800    2.800
(  122, 456)  coste     7.800    7.800
(  123, 201)  coste     3.700    3.700
(  123, 258)  coste     10.500    10.500
(  123, 286)  coste     8.000    8.000
(  123, 322)  coste     10.200    10.200
(  123, 336)  coste     5.600    5.600
(  123, 339)  coste     7.400    7.400
(  123, 435)  coste     8.900    8.900
(  123, 490)  coste     7.200    7.200
(  124, 235)  coste     6.800    6.800
(  124, 469)  coste     5.200    5.200
(  125, 177)  coste     5.400    5.400
(  125, 304)  coste     2.300    2.300
(  125, 328)  coste     14.000    14.000
(  125, 360)  coste     5.300    5.300
(  125, 384)  coste     3.400    3.400
(  125, 435)  coste     5.400    5.400
(  125, 490)  coste     10.300    10.300
(  126, 165)  coste     5.300    5.300
(  126, 189)  coste     9.700    9.700
(  126, 203)  coste     12.200    12.200
(  126, 295)  coste     1.900    1.900
(  126, 330)  coste     7.800    7.800
(  126, 365)  coste     4.600    4.600
(  126, 373)  coste     9.600    9.600
(  126, 417)  coste     7.700    7.700
(  126, 434)  coste     5.300    5.300
(  127, 154)  coste     2.800    2.800
(  127, 175)  coste     8.200    8.200
(  127, 237)  coste     6.600    6.600
(  127, 244)  coste     4.500    4.500
(  127, 332)  coste     3.000    3.000
(  127, 438)  coste     5.400    5.400
(  127, 499)  coste     4.300    4.300
(  128, 168)  coste     4.500    4.500
(  128, 338)  coste     9.400    9.400
(  128, 415)  coste     9.900    9.900
(  129, 138)  coste     1.700    1.700
(  129, 252)  coste     9.300    9.300
(  129, 371)  coste     9.900    9.900
(  129, 401)  coste     6.400    6.400
(  129, 460)  coste     2.700    2.700
(  130, 331)  coste     2.400    2.400
(  130, 341)  coste     8.300    8.300
(  131, 237)  coste     10.300    10.300
(  131, 242)  coste     12.300    12.300
(  131, 256)  coste     3.100    3.100
(  131, 379)  coste     3.000    3.000
(  131, 398)  coste     2.600    2.600
(  131, 409)  coste     6.200    6.200
(  132, 307)  coste     9.600    9.600
(  132, 324)  coste     8.100    8.100
(  132, 334)  coste     3.900    3.900
(  132, 350)  coste     15.300    15.300
(  132, 467)  coste     0.900    0.900
(  133, 154)  coste     5.300    5.300
(  133, 213)  coste     4.000    4.000
(  133, 471)  coste     3.100    3.100
(  134, 187)  coste     3.100    3.100
(  134, 229)  coste     7.200    7.200
(  134, 272)  coste     9.400    9.400
(  134, 315)  coste     4.200    4.200
(  134, 322)  coste     2.300    2.300
(  134, 477)  coste     4.700    4.700
(  135, 181)  coste     5.200    5.200
(  135, 231)  coste     10.000    10.000
(  135, 251)  coste     0.200    0.200
(  135, 285)  coste     15.100    15.100
(  136, 278)  coste     11.700    11.700
(  136, 281)  coste     3.600    3.600
(  136, 341)  coste     6.700    6.700
(  137, 193)  coste     12.000    12.000
(  137, 211)  coste     5.200    5.200
(  137, 396)  coste     5.700    5.700
(  137, 426)  coste     2.200    2.200
(  137, 441)  coste     6.700    6.700
(  138, 168)  coste     6.600    6.600
(  138, 185)  coste     3.900    3.900
(  138, 191)  coste     8.700    8.700
(  138, 253)  coste     6.500    6.500
(  138, 274)  coste     5.200    5.200
(  138, 312)  coste     8.000    8.000
(  138, 446)  coste     7.800    7.800
(  138, 484)  coste     7.800    7.800
(  139, 171)  coste     4.300    4.300
(  139, 190)  coste     5.200    5.200
(  139, 236)  coste     6.000    6.000
(  139, 284)  coste     7.700    7.700
(  139, 296)  coste     5.300    5.300
(  139, 453)  coste     5.800    5.800
(  140, 222)  coste     6.200    6.200
(  140, 243)  coste     4.700    4.700
(  140, 265)  coste     6.100    6.100
(  140, 275)  coste     6.400    6.400
(  140, 329)  coste     7.500    7.500
(  140, 350)  coste     10.500    10.500
(  140, 389)  coste     4.800    4.800
(  140, 413)  coste     7.900    7.900
(  140, 416)  coste     5.200    5.200
(  140, 447)  coste     10.400    10.400
(  141, 159)  coste     4.700    4.700
(  141, 270)  coste     5.200    5.200
(  141, 276)  coste     5.200    5.200
(  141, 336)  coste     2.000    2.000
(  141, 414)  coste     6.300    6.300
(  141, 460)  coste     3.900    3.900
(  141, 483)  coste     6.000    6.000
(  142, 184)  coste     8.600    8.600
(  142, 202)  coste     7.500    7.500
(  142, 254)  coste     2.300    2.300
(  142, 331)  coste     9.200    9.200
(  142, 354)  coste     7.300    7.300
(  142, 435)  coste     5.300    5.300
(  142, 472)  coste     6.000    6.000
(  142, 500)  coste     6.700    6.700
(  143, 154)  coste     3.300    3.300
(  143, 268)  coste     3.800    3.800
(  143, 317)  coste     8.500    8.500
(  144, 184)  coste     9.300    9.300
(  144, 495)  coste     4.000    4.000
(  145, 162)  coste     8.700    8.700
(  145, 196)  coste     9.200    9.200
(  145, 275)  coste     11.100    11.100
(  145, 297)  coste     2.000    2.000
(  145, 300)  coste     3.800    3.800
(  145, 325)  coste     5.800    5.800
(  145, 328)  coste     9.300    9.300
(  145, 349)  coste     10.800    10.800
(  145, 405)  coste     9.900    9.900
(  145, 417)  coste     4.800    4.800
(  145, 431)  coste     3.400    3.400
(  145, 483)  coste     12.600    12.600
(  146, 223)  coste     7.300    7.300
(  146, 269)  coste     3.900    3.900
(  146, 365)  coste     4.800    4.800
(  146, 390)  coste     8.600    8.600
(  146, 414)  coste     9.400    9.400
(  146, 457)  coste     3.000    3.000
(  147, 373)  coste     3.600    3.600
(  147, 414)  coste     11.600    11.600
(  147, 415)  coste     11.400    11.400
(  147, 428)  coste     4.000    4.000
(  147, 445)  coste     7.100    7.100
(  147, 491)  coste     6.100    6.100
(  148, 166)  coste     2.600    2.600
(  148, 310)  coste     9.400    9.400
(  148, 340)  coste     7.800    7.800
(  148, 362)  coste     7.400    7.400
(  149, 212)  coste     3.000    3.000
(  149, 317)  coste     4.200    4.200
(  149, 323)  coste     4.100    4.100
(  150, 220)  coste     5.100    5.100
(  150, 241)  coste     6.300    6.300
(  150, 261)  coste     2.800    2.800
(  150, 346)  coste     2.200    2.200
(  150, 411)  coste     5.600    5.600
(  150, 489)  coste     7.900    7.900
(  150, 496)  coste     4.400    4.400
(  152, 215)  coste     6.900    6.900
(  152, 227)  coste     11.200    11.200
(  152, 383)  coste     9.700    9.700
(  152, 425)  coste     10.600    10.600
(  152, 476)  coste     8.800    8.800
(  153, 185)  coste     4.800    4.800
(  153, 213)  coste     11.600    11.600
(  153, 223)  coste     12.800    12.800
(  153, 437)  coste     14.400    14.400
(  154, 155)  coste     3.000    3.000
(  154, 200)  coste     11.200    11.200
(  154, 203)  coste     8.000    8.000
(  154, 354)  coste     9.400    9.400
(  154, 422)  coste     6.700    6.700
(  154, 430)  coste     7.600    7.600
(  154, 486)  coste     4.700    4.700
(  155, 219)  coste     4.600    4.600
(  155, 352)  coste     4.900    4.900
(  155, 392)  coste     2.300    2.300
(  155, 456)  coste     4.900    4.900
(  155, 479)  coste     6.800    6.800
(  156, 178)  coste     10.600    10.600
(  156, 263)  coste     4.900    4.900
(  156, 371)  coste     4.300    4.300
(  156, 439)  coste     3.400    3.400
(  156, 443)  coste     4.200    4.200
(  156, 472)  coste     3.600    3.600
(  157, 181)  coste     5.600    5.600
(  157, 261)  coste     9.500    9.500
(  157, 262)  coste     10.600    10.600
(  157, 275)  coste     8.000    8.000
(  157, 335)  coste     11.000    11.000
(  157, 420)  coste     3.800    3.800
(  157, 426)  coste     3.400    3.400
(  158, 163)  coste     10.200    10.200
(  159, 255)  coste     6.600    6.600
(  159, 495)  coste     9.800    9.800
(  160, 185)  coste     1.000    1.000
(  160, 252)  coste     3.500    3.500
(  160, 331)  coste     5.000    5.000
(  160, 443)  coste     8.600    8.600
(  161, 305)  coste     7.100    7.100
(  161, 418)  coste     4.700    4.700
(  161, 482)  coste     9.100    9.100
(  162, 227)  coste     14.300    14.300
(  162, 269)  coste     6.100    6.100
(  162, 278)  coste     5.400    5.400
(  162, 292)  coste     2.500    2.500
(  162, 348)  coste     4.300    4.300
(  162, 373)  coste     11.800    11.800
(  162, 500)  coste     8.600    8.600
(  163, 167)  coste     14.300    14.300
(  163, 174)  coste     11.900    11.900
(  163, 179)  coste     2.600    2.600
(  163, 204)  coste     6.900    6.900
(  163, 304)  coste     6.300    6.300
(  163, 332)  coste     3.200    3.200
(  163, 407)  coste     10.100    10.100
(  164, 242)  coste     8.200    8.200
(  164, 403)  coste     6.000    6.000
(  164, 485)  coste     3.000    3.000
(  164, 492)  coste     5.800    5.800
(  164, 495)  coste     5.400    5.400
(  165, 181)  coste     8.100    8.100
(  165, 349)  coste     5.600    5.600
(  165, 483)  coste     7.400    7.400
(  166, 181)  coste     7.300    7.300
(  166, 408)  coste     7.700    7.700
(  166, 433)  coste     8.200    8.200
(  166, 478)  coste     4.300    4.300
(  167, 217)  coste     8.000    8.000
(  167, 326)  coste     5.100    5.100
(  167, 349)  coste     7.000    7.000
(  167, 364)  coste     13.000    13.000
(  167, 388)  coste     4.400    4.400
(  167, 406)  coste     7.000    7.000
(  167, 472)  coste     7.600    7.600
(  168, 202)  coste     11.200    11.200
(  168, 233)  coste     7.700    7.700
(  168, 339)  coste     4.500    4.500
(  168, 448)  coste     8.200    8.200
(  168, 458)  coste     6.000    6.000
(  169, 245)  coste     4.700    4.700
(  169, 257)  coste     2.700    2.700
(  169, 290)  coste     5.200    5.200
(  169, 294)  coste     9.600    9.600
(  169, 404)  coste     10.800    10.800
(  169, 434)  coste     5.400    5.400
(  170, 258)  coste     3.900    3.900
(  170, 362)  coste     6.400    6.400
(  170, 467)  coste     4.400    4.400
(  171, 246)  coste     10.400    10.400
(  171, 247)  coste     11.500    11.500
(  171, 258)  coste     11.100    11.100
(  171, 287)  coste     4.900    4.900
(  171, 314)  coste     11.000    11.000
(  171, 438)  coste     11.300    11.300
(  171, 459)  coste     13.600    13.600
(  171, 463)  coste     8.400    8.400
(  171, 478)  coste     6.300    6.300
(  171, 479)  coste     7.700    7.700
(  171, 481)  coste     4.400    4.400
(  172, 225)  coste     3.600    3.600
(  172, 320)  coste     8.900    8.900
(  172, 328)  coste     4.200    4.200
(  172, 331)  coste     8.100    8.100
(  172, 352)  coste     4.500    4.500
(  172, 359)  coste     6.200    6.200
(  172, 458)  coste     12.200    12.200
(  173, 206)  coste     1.000    1.000
(  173, 268)  coste     2.100    2.100
(  173, 294)  coste     4.700    4.700
(  173, 480)  coste     4.300    4.300
(  174, 183)  coste     10.400    10.400
(  174, 280)  coste     5.000    5.000
(  174, 289)  coste     11.000    11.000
(  174, 401)  coste     6.000    6.000
(  174, 463)  coste     3.200    3.200
(  175, 197)  coste     8.600    8.600
(  175, 225)  coste     4.400    4.400
(  175, 258)  coste     6.200    6.200
(  175, 286)  coste     7.300    7.300
(  175, 289)  coste     6.300    6.300
(  175, 348)  coste     3.300    3.300
(  175, 413)  coste     6.700    6.700
(  175, 428)  coste     9.800    9.800
(  175, 444)  coste     2.500    2.500
(  176, 264)  coste     4.500    4.500
(  176, 287)  coste     4.000    4.000
(  176, 308)  coste     7.700    7.700
(  176, 316)  coste     0.600    0.600
(  176, 325)  coste     6.100    6.100
(  176, 341)  coste     8.200    8.200
(  176, 458)  coste     9.000    9.000
(  177, 201)  coste     3.400    3.400
(  177, 283)  coste     6.900    6.900
(  177, 324)  coste     1.700    1.700
(  177, 495)  coste     3.400    3.400
(  177, 497)  coste     10.000    10.000
(  178, 228)  coste     14.200    14.200
