NOMBRE : N500E2000R100_05
(  48, 118)  coste     9.600    9.600
(  48, 133)  coste     8.300    8.300
(  48, 209)  coste     8.400    8.400
(  48, 213)  coste     0.700    0.700
(  48, 228)  coste     8.500    8.500
(  48, 236)  coste     8.400    8.400
(  48, 258)  coste     1.100    1.100
(  48, 282)  coste     16.100    16.100
(  48, 340)  coste     10.100    10.100
(  48, 446)  coste     7.200    7.200
(  48, 471)  coste     9.100    9.100
(  49, 194)  coste     8.300    8.300
(  49, 244)  coste     5.700    5.700
(  49, 344)  coste     5.500    5.500
(  49, 364)  coste     9.200    9.200
(  49, 422)  coste     2.500    2.500
(  50, 203)  coste     4.600    4.600
(  50, 290)  coste     12.500    12.500
(  51, 68)  coste     4.700    4.700
(  51, 144)  coste     4.500    4.500
(  51, 200)  coste     4.300    4.300
(  51, 428)  coste     9.600    9.600
(  51, 491)  coste     2.700    2.700
(  52, 148)  coste     2.000    2.000
(  52, 169)  coste     4.200    4.200
(  52, 234)  coste     11.100    11.100
(  52, 295)  coste     4.700    4.700
(  52, 300)  coste     6.900    6.900
(  52, 321)  coste     7.700    7.700
(  52, 436)  coste     11.400    11.400
(  52, 463)  coste     10.100    10.100
(  52, 491)  coste     12.600    12.600
(  53, 54)  coste     2.700    2.700
(  53, 77)  coste     7.600    7.600
(  53, 105)  coste     8.100    8.100
(  53, 203)  coste     5.100    5.100
(  53, 208)  coste     4.200    4.200
(  53, 228)  coste     7.000    7.000
(  53, 260)  coste     10.200    10.200
(  53, 351)  coste     9.200    9.200
(  53, 374)  coste     7.000    7.000
(  53, 407)  coste     8.000    8.000
(  54, 180)  coste     5.400    5.400
(  54, 198)  coste     5.000    5.000
(  54, 387)  coste     9.200    9.200
(  54, 409)  coste     2.100    2.100
(  54, 488)  coste     8.300    8.300
(  55, 57)  coste     13.300    13.300
(  55, 86)  coste     4.400    4.400
(  55, 213)  coste     9.300    9.300
(  55, 275)  coste     3.800    3.800
(  55, 306)  coste     14.800    14.800
(  55, 333)  coste     6.500    6.500
(  56, 80)  coste     3.700    3.700
(  56, 87)  coste     1.400    1.400
(  56, 122)  coste     2.200    2.200
(  56, 151)  coste     4.700    4.700
(  56, 152)  coste     8.000    8.000
(  56, 341)  coste     7.200    7.200
(  56, 412)  coste     8.100    8.100
(  57, 125)  coste     8.500    8.500
(  57, 338)  coste     7.700    7.700
(  57, 372)  coste     12.700    12.700
(  58, 185)  coste     4.300    4.300
(  58, 222)  coste     5.100    5.100
(  58, 251)  coste     8.600    8.600
(  58, 325)  coste     11.300    11.300
(  58, 391)  coste     9.200    9.200
(  58, 392)  coste     6.000    6.000
(  58, 427)  coste     9.800    9.800
(  58, 431)  coste     12.100    12.100
(  59, 160)  coste     9.300    9.300
(  59, 299)  coste     8.300    8.300
(  59, 351)  coste     6.100    6.100
(  59, 404)  coste     8.900    8.900
(  60, 114)  coste     9.000    9.000
(  60, 253)  coste     10.700    10.700
(  60, 373)  coste     8.200    8.200
(  60, 405)  coste     0.700    0.700
(  61, 109)  coste     7.000    7.000
(  61, 117)  coste     5.300    5.300
(  61, 124)  coste     14.300    14.300
(  61, 144)  coste     6.000    6.000
(  61, 263)  coste     6.900    6.900
(  61, 359)  coste     8.400    8.400
(  61, 484)  coste     6.000    6.000
(  62, 140)  coste     11.500    11.500
(  62, 156)  coste     10.700    10.700
(  62, 184)  coste     9.900    9.900
(  62, 391)  coste     10.100    10.100
(  62, 435)  coste     7.500    7.500
(  63, 147)  coste     5.000    5.000
(  63, 171)  coste     8.900    8.900
(  63, 178)  coste     3.900    3.900
(  63, 263)  coste     1.100    1.100
(  63, 317)  coste     5.800    5.800
(  63, 444)  coste     1.700    1.700
(  63, 472)  coste     6.100    6.100
(  63, 478)  coste     3.900    3.900
(  64, 109)  coste     11.600    11.600
(  64, 147)  coste     5.200    5.200
(  64, 186)  coste     12.600    12.600
(  64, 192)  coste     7.300    7.300
(  64, 291)  coste     3.000    3.000
(  64, 306)  coste     2.300    2.300
(  64, 358)  coste     3.800    3.800
(  64, 419)  coste     12.900    12.900
(  64, 481)  coste     8.500    8.500
(  65, 72)  coste     11.900    11.900
(  65, 155)  coste     3.700    3.700
(  65, 161)  coste     1.900    1.900
(  65, 170)  coste     2.800    2.800
(  65, 324)  coste     6.900    6.900
(  65, 397)  coste     12.200    12.200
(  65, 413)  coste     6.100    6.100
(  65, 465)  coste     6.000    6.000
(  65, 472)  coste     2.200    2.200
(  65, 495)  coste     11.600    11.600
(  66, 81)  coste     10.500    10.500
(  66, 284)  coste     7.800    7.800
(  66, 321)  coste     7.400    7.400
(  66, 349)  coste     10.100    10.100
(  67, 129)  coste     7.000    7.000
(  67, 149)  coste     12.100    12.100
(  67, 150)  coste     3.100    3.100
(  67, 205)  coste     8.500    8.500
(  67, 315)  coste     12.400    12.400
(  67, 338)  coste     7.600    7.600
(  67, 362)  coste     10.600    10.600
(  67, 394)  coste     8.600    8.600
(  67, 417)  coste     7.700    7.700
(  67, 438)  coste     7.500    7.500
(  68, 94)  coste     5.400    5.400
(  68, 105)  coste     3.900    3.900
(  68, 160)  coste     6.800    6.800
(  68, 176)  coste     6.800    6.800
(  68, 201)  coste     5.500    5.500
(  68, 205)  coste     2.600    2.600
(  68, 231)  coste     3.800    3.800
(  68, 308)  coste     5.900    5.900
(  68, 358)  coste     6.600    6.600
(  68, 386)  coste     5.900    5.900
(  69, 76)  coste     4.000    4.000
(  69, 146)  coste     2.700    2.700
(  69, 173)  coste     3.600    3.600
(  69, 306)  coste     6.000    6.000
(  70, 128)  coste     7.600    7.600
(  70, 285)  coste     4.100    4.100
(  70, 340)  coste     9.600    9.600
(  70, 372)  coste     7.300    7.300
(  71, 166)  coste     5.600    5.600
(  71, 197)  coste     3.500    3.500
(  71, 392)  coste     5.100    5.100
(  71, 398)  coste     8.100    8.100
(  71, 420)  coste     4.200    4.200
(  71, 468)  coste     6.200    6.200
(  72, 200)  coste     5.400    5.400
(  72, 220)  coste     11.300    11.300
(  72, 249)  coste     7.000    7.000
(  72, 265)  coste     6.200    6.200
(  72, 272)  coste     9.700    9.700
(  72, 296)  coste     1.100    1.100
(  72, 344)  coste     14.300    14.300
(  72, 356)  coste     6.400    6.400
(  72, 383)  coste     9.500    9.500
(  73, 121)  coste     11.900    11.900
(  73, 263)  coste     6.200    6.200
(  73, 325)  coste     10.800    10.800
(  74, 82)  coste     5.900    5.900
(  74, 99)  coste     3.800    3.800
(  74, 160)  coste     6.200    6.200
(  74, 167)  coste     8.600    8.600
(  74, 351)  coste     1.800    1.800
(  74, 437)  coste     7.000    7.000
(  74, 463)  coste     6.900    6.900
(  74, 469)  coste     2.400    2.400
(  74, 476)  coste     5.200    5.200
(  74, 492)  coste     4.400    4.400
(  75, 76)  coste     3.100    3.100
(  75, 130)  coste     5.500    5.500
(  75, 200)  coste     1.800    1.800
(  75, 259)  coste     9.700    9.700
(  75, 327)  coste     5.500    5.500
(  75, 372)  coste     6.100    6.100
(  75, 455)  coste     5.600    5.600
(  75, 494)  coste     11.000    11.000
(  76, 101)  coste     11.000    11.000
(  76, 114)  coste     3.700    3.700
(  76, 186)  coste     9.100    9.100
(  76, 208)  coste     4.500    4.500
(  76, 231)  coste     10.100    10.100
(  77, 109)  coste     9.400    9.400
(  77, 118)  coste     11.100    11.100
(  77, 261)  coste     11.900    11.900
(  77, 382)  coste     5.000    5.000
(  77, 400)  coste     3.600    3.600
(  77, 428)  coste     8.900    8.900
(  77, 444)  coste     6.700    6.700
(  77, 450)  coste     13.000    13.000
(  77, 459)  coste     7.400    7.400
(  77, 489)  coste     6.000    6.000
(  78, 97)  coste     4.000    4.000
(  78, 101)  coste     7.900    7.900
(  78, 258)  coste     0.800    0.800
(  78, 268)  coste     9.800    9.800
(  78, 353)  coste     6.900    6.900
(  78, 484)  coste     5.200    5.200
(  79, 150)  coste     7.100    7.100
(  79, 230)  coste     1.500    1.500
(  79, 259)  coste     3.200    3.200
(  79, 290)  coste     13.500    13.500
(  79, 348)  coste     3.800    3.800
(  79, 355)  coste     7.200    7.200
(  79, 386)  coste     13.800    13.800
(  79, 445)  coste     0.900    0.900
(  80, 176)  coste     1.500    1.500
(  80, 219)  coste     2.700    2.700
(  80, 234)  coste     12.800    12.800
(  80, 326)  coste     13.500    13.500
(  80, 384)  coste     5.400    5.400
(  80, 472)  coste     7.800    7.800
(  81, 185)  coste     2.900    2.900
(  81, 197)  coste     8.600    8.600
(  81, 213)  coste     12.200    12.200
(  81, 245)  coste     1.800    1.800
(  81, 278)  coste     5.000    5.000
(  81, 284)  coste     7.100    7.100
(  81, 348)  coste     5.100    5.100
(  81, 372)  coste     9.700    9.700
(  82, 96)  coste     0.800    0.800
(  82, 112)  coste     10.000    10.000
(  82, 176)  coste     12.100    12.100
(  82, 210)  coste     15.600    15.600
(  82, 320)  coste     9.900    9.900
(  82, 335)  coste     2.800    2.800
(  82, 448)  coste     5.900    5.900
(  82, 461)  coste     14.000    14.000
(  83, 133)  coste     6.000    6.000
(  83, 138)  coste     2.300    2.300
(  83, 172)  coste     1.600    1.600
(  83, 228)  coste     4.600    4.600
(  83, 250)  coste     5.700    5.700
(  83, 259)  coste     1.100    1.100
(  83, 284)  coste     4.100    4.100
(  83, 320)  coste     5.200    5.200
(  83, 321)  coste     5.500    5.500
(  83, 334)  coste     5.200    5.200
(  83, 346)  coste     5.800    5.800
(  83, 377)  coste     2.500    2.500
(  83, 441)  coste     2.100    2.100
(  84, 102)  coste     6.300    6.300
(  84, 233)  coste     2.700    2.700
(  84, 451)  coste     2.900    2.900
(  84, 452)  coste     2.700    2.700
(  84, 485)  coste     4.300    4.300
(  84, 498)  coste     8.600    8.600
(  85, 106)  coste     1.700    1.700
(  85, 126)  coste     5.000    5.000
(  85, 162)  coste     1.800    1.800
(  85, 379)  coste     3.800    3.800
(  86, 202)  coste     5.100    5.100
(  86, 205)  coste     4.300    4.300
(  86, 265)  coste     3.300    3.300
(  86, 313)  coste     6.000    6.000
(  86, 392)  coste     4.700    4.700
(  86, 465)  coste     6.200    6.200
(  87, 163)  coste     8.700    8.700
(  87, 190)  coste     4.000    4.000
(  87, 193)  coste     2.500    2.500
(  87, 373)  coste     8.400    8.400
(  87, 417)  coste     9.400    9.400
(  87, 430)  coste     8.900    8.900
(  88, 139)  coste     11.600    11.600
(  88, 334)  coste     12.000    12.000
(  88, 345)  coste     5.900    5.900
(  89, 121)  coste     12.000    12.000
(  89, 168)  coste     6.800    6.800
(  89, 332)  coste     1.700    1.700
(  89, 392)  coste     1.600    1.600
(  90, 103)  coste     12.100    12.100
(  90, 157)  coste     11.800    11.800
(  90, 177)  coste     6.100    6.100
(  90, 237)  coste     13.100    13.100
(  90, 358)  coste     10.600    10.600
(  90, 428)  coste     3.300    3.300
(  90, 475)  coste     5.200    5.200
(  90, 499)  coste     4.100    4.100
(  91, 211)  coste     1.700    1.700
(  91, 320)  coste     9.100    9.100
(  91, 451)  coste     10.400    10.400
(  91, 455)  coste     11.300    11.300
(  91, 456)  coste     3.700    3.700
(  91, 475)  coste     6.500    6.500
(  91, 499)  coste     6.000    6.000
(  92, 114)  coste     3.100    3.100
(  92, 162)  coste     5.700    5.700
(  92, 168)  coste     6.900    6.900
(  92, 192)  coste     5.200    5.200
(  92, 276)  coste     7.800    7.800
(  92, 388)  coste     7.800    7.800
(  92, 496)  coste     2.900    2.900
(  93, 156)  coste     10.300    10.300
(  93, 168)  coste     2.900    2.900
(  93, 307)  coste     5.300    5.300
(  93, 311)  coste     8.100    8.100
(  93, 313)  coste     3.600    3.600
(  93, 328)  coste     9.400    9.400
(  93, 338)  coste     4.800    4.800
(  93, 375)  coste     6.000    6.000
(  94, 103)  coste     8.300    8.300
(  94, 327)  coste     5.900    5.900
(  94, 392)  coste     6.400    6.400
(  94, 492)  coste     4.400    4.400
(  95, 459)  coste     7.000    7.000
(  95, 493)  coste     8.000    8.000
(  96, 213)  coste     9.300    9.300
(  96, 291)  coste     13.500    13.500
(  97, 176)  coste     7.000    7.000
(  97, 195)  coste     9.400    9.400
(  97, 213)  coste     4.400    4.400
(  97, 301)  coste     9.300    9.300
(  97, 320)  coste     4.800    4.800
(  97, 357)  coste     2.800    2.800
(  97, 365)  coste     8.200    8.200
(  97, 447)  coste     9.600    9.600
(  98, 106)  coste     8.700    8.700
(  98, 466)  coste     9.300    9.300
(  98, 479)  coste     6.600    6.600
(  99, 189)  coste     7.500    7.500
(  99, 238)  coste     15.400    15.400
(  99, 279)  coste     3.300    3.300
(  99, 295)  coste     5.500    5.500
(  99, 383)  coste     5.700    5.700
(  99, 387)  coste     14.300    14.300
(  99, 447)  coste     12.600    12.600
(  100, 235)  coste     8.800    8.800
(  100, 251)  coste     7.400    7.400
(  100, 252)  coste     10.200    10.200
(  100, 284)  coste     4.900    4.900
(  100, 365)  coste     1.400    1.400
(  100, 379)  coste     4.400    4.400
(  100, 423)  coste     4.600    4.600
(  100, 468)  coste     3.900    3.900
(  101, 102)  coste     6.800    6.800
(  101, 166)  coste     5.800    5.800
(  101, 210)  coste     14.400    14.400
(  101, 247)  coste     3.200    3.200
(  101, 288)  coste     10.800    10.800
(  101, 308)  coste     8.800    8.800
(  102, 171)  coste     8.800    8.800
(  102, 178)  coste     3.800    3.800
(  102, 317)  coste     7.700    7.700
(  102, 321)  coste     8.200    8.200
(  102, 488)  coste     4.500    4.500
(  103, 141)  coste     9.200    9.200
(  103, 144)  coste     10.300    10.300
(  103, 186)  coste     10.300    10.300
(  103, 262)  coste     4.100    4.100
(  103, 346)  coste     9.500    9.500
(  103, 369)  coste     9.800    9.800
(  103, 412)  coste     8.400    8.400
(  104, 131)  coste     11.600    11.600
(  104, 175)  coste     10.700    10.700
(  104, 339)  coste     10.800    10.800
(  104, 343)  coste     8.800    8.800
(  104, 372)  coste     12.200    12.200
(  104, 437)  coste     2.700    2.700
(  104, 443)  coste     14.900    14.900
(  105, 358)  coste     2.700    2.700
(  105, 474)  coste     6.200    6.200
(  106, 190)  coste     3.500    3.500
(  106, 247)  coste     8.200    8.200
(  106, 355)  coste     3.800    3.800
(  106, 372)  coste     12.600    12.600
(  106, 375)  coste     7.400    7.400
(  106, 380)  coste     11.000    11.000
(  106, 449)  coste     1.800    1.800
(  106, 481)  coste     3.400    3.400
(  107, 120)  coste     6.300    6.300
(  107, 221)  coste     9.600    9.600
(  107, 249)  coste     9.200    9.200
(  107, 323)  coste     8.600    8.600
(  107, 376)  coste     12.500    12.500
(  107, 385)  coste     0.600    0.600
(  107, 450)  coste     12.200    12.200
(  107, 451)  coste     1.500    1.500
(  107, 462)  coste     3.500    3.500
(  107, 469)  coste     9.200    9.200
(  108, 240)  coste     5.800    5.800
(  108, 346)  coste     8.600    8.600
(  108, 408)  coste     10.800    10.800
(  109, 135)  coste     1.900    1.900
(  109, 208)  coste     4.800    4.800
(  109, 225)  coste     5.400    5.400
(  109, 232)  coste     3.400    3.400
(  109, 238)  coste     13.400    13.400
(  109, 335)  coste     1.300    1.300
(  109, 500)  coste     2.100    2.100
(  110, 209)  coste     13.500    13.500
(  110, 335)  coste     0.900    0.900
(  110, 488)  coste     8.800    8.800
(  111, 213)  coste     10.000    10.000
(  111, 311)  coste     7.000    7.000
(  111, 490)  coste     11.500    11.500
(  112, 196)  coste     12.300    12.300
(  112, 255)  coste     12.200    12.200
(  112, 271)  coste     12.900    12.900
(  112, 300)  coste     6.600    6.600
(  112, 302)  coste     9.600    9.600
(  112, 399)  coste     9.200    9.200
(  113, 179)  coste     12.500    12.500
(  113, 313)  coste     2.600    2.600
(  113, 340)  coste     11.100    11.100
(  113, 400)  coste     7.100    7.100
(  113, 405)  coste     12.000    12.000
(  113, 412)  coste     6.800    6.800
(  113, 444)  coste     2.200    2.200
(  113, 485)  coste     8.600    8.600
(  114, 134)  coste     7.000    7.000
(  114, 307)  coste     4.800    4.800
(  115, 127)  coste     9.400    9.400
(  115, 181)  coste     5.200    5.200
(  115, 190)  coste     9.800    9.800
(  115, 199)  coste     7.700    7.700
(  116, 155)  coste     10.700    10.700
(  116, 206)  coste     4.600    4.600
(  116, 294)  coste     11.200    11.200
(  116, 492)  coste     1.900    1.900
(  117, 166)  coste     5.200    5.200
(  117, 251)  coste     7.900    7.900
(  117, 296)  coste     13.800    13.800
(  117, 300)  coste     1.400    1.400
(  117, 483)  coste     7.800    7.800
(  118, 139)  coste     5.900    5.900
(  118, 235)  coste     0.700    0.700
(  118, 375)  coste     7.000    7.000
(  118, 404)  coste     11.100    11.100
(  118, 446)  coste     8.800    8.800
(  118, 457)  coste     11.100    11.100
(  119, 193)  coste     14.000    14.000
(  119, 218)  coste     8.000    8.000
(  119, 325)  coste     2.400    2.400
(  119, 388)  coste     0.200    0.200
(  119, 402)  coste     2.500    2.500
(  119, 431)  coste     3.800    3.800
(  119, 445)  coste     13.100    13.100
(  120, 121)  coste     8.500    8.500
(  120, 148)  coste     7.300    7.300
(  120, 168)  coste     3.500    3.500
(  120, 184)  coste     10.700    10.700
(  120, 245)  coste     8.100    8.100
(  120, 379)  coste     8.900    8.900
(  121, 174)  coste     13.000    13.000
(  121, 198)  coste     11.100    11.100
(  121, 279)  coste     8.500    8.500
(  121, 316)  coste     5.100    5.100
(  122, 294)  coste     6.500    6.500
(  122, 320)  coste     0.800    0.800
(  122, 322)  coste     3.600    3.600
(  122, 385)  coste     3.600    3.600
(  122, 398)  coste     5.400    5.400
(  122, 418)  coste     5.000    5.000
(  123, 197)  coste     5.700    5.700
(  123, 263)  coste     3.400    3.400
(  123, 308)  coste     8.800    8.800
(  123, 341)  coste     14.100    14.100
(  123, 436)  coste     8.300    8.300
(  123, 474)  coste     6.600    6.600
(  123, 480)  coste     4.000    4.000
(  124, 130)  coste     4.000    4.000
(  124, 170)  coste     6.600    6.600
(  124, 198)  coste     5.000    5.000
(  124, 221)  coste     7.100    7.100
(  124, 354)  coste     6.100    6.100
(  124, 371)  coste     11.000    11.000
(  124, 379)  coste     3.100    3.100
(  124, 405)  coste     7.400    7.400
(  124, 421)  coste     3.200    3.200
(  124, 422)  coste     2.800    2.800
(  124, 475)  coste     10.300    10.300
(  125, 176)  coste     11.700    11.700
(  125, 189)  coste     5.200    5.200
(  125, 241)  coste     11.000    11.000
(  125, 259)  coste     3.400    3.400
(  125, 278)  coste     0.700    0.700
(  126, 161)  coste     2.600    2.600
(  126, 168)  coste     10.000    10.000
(  126, 193)  coste     5.900    5.900
(  126, 239)  coste     2.600    2.600
(  126, 244)  coste     7.500    7.500
(  126, 250)  coste     11.300    11.300
(  126, 376)  coste     5.500    5.500
(  126, 486)  coste     5.700    5.700
(  127, 186)  coste     10.000    10.000
(  127, 212)  coste     2.900    2.900
(  127, 216)  coste     8.100    8.100
(  127, 220)  coste     8.100    8.100
(  127, 235)  coste     11.400    11.400
(  127, 245)  coste     2.400    2.400
(  127, 256)  coste     6.700    6.700
(  128, 144)  coste     6.800    6.800
(  128, 279)  coste     10.500    10.500
(  128, 365)  coste     9.200    9.200
(  128, 427)  coste     8.000    8.000
(  128, 437)  coste     2.600    2.600
(  129, 234)  coste     7.800    7.800
(  129, 299)  coste     7.300    7.300
(  129, 430)  coste     3.000    3.000
(  129, 444)  coste     3.000    3.000
(  129, 471)  coste     7.700    7.700
(  130, 271)  coste     4.500    4.500
(  130, 309)  coste     0.600    0.600
(  130, 427)  coste     5.500    5.500
(  130, 434)  coste     1.500    1.500
(  130, 500)  coste     2.400    2.400
(  131, 321)  coste     4.400    4.400
(  131, 342)  coste     1.100    1.100
(  131, 447)  coste     6.900    6.900
(  131, 467)  coste     7.900    7.900
(  131, 490)  coste     4.600    4.600
(  132, 162)  coste     8.600    8.600
(  132, 190)  coste     7.800    7.800
(  132, 276)  coste     4.900    4.900
(  132, 350)  coste     10.400    10.400
(  132, 374)  coste     10.600    10.600
(  132, 426)  coste     10.600    10.600
(  132, 440)  coste     4.200    4.200
(  132, 493)  coste     7.200    7.200
(  133, 153)  coste     7.400    7.400
(  133, 165)  coste     7.900    7.900
(  133, 315)  coste     4.700    4.700
(  133, 317)  coste     0.400    0.400
(  133, 318)  coste     7.200    7.200
(  133, 358)  coste     8.200    8.200
(  133, 400)  coste     6.200    6.200
(  134, 172)  coste     11.200    11.200
(  134, 255)  coste     8.300    8.300
(  134, 290)  coste     3.600    3.600
(  134, 328)  coste     9.700    9.700
(  134, 329)  coste     6.200    6.200
(  134, 445)  coste     9.600    9.600
(  134, 463)  coste     5.100    5.100
(  135, 254)  coste     10.000    10.000
(  135, 314)  coste     4.800    4.800
(  135, 337)  coste     3.300    3.300
(  135, 376)  coste     11.600    11.600
(  135, 392)  coste     8.700    8.700
(  135, 442)  coste     8.600    8.600
(  135, 495)  coste     13.200    13.200
(  136, 288)  coste     10.900    10.900
(  136, 354)  coste     7.400    7.400
(  136, 361)  coste     5.100    5.100
(  136, 375)  coste     3.500    3.500
(  136, 406)  coste     7.400    7.400
(  136, 423)  coste     2.000    2.000
(  137, 175)  coste     4.700    4.700
(  137, 198)  coste     11.800    11.800
(  138, 375)  coste     6.400    6.400
(  138, 394)  coste     1.600    1.600
(  138, 428)  coste     4.400    4.400
(  139, 166)  coste     3.900    3.900
(  139, 176)  coste     7.200    7.200
(  139, 206)  coste     5.700    5.700
(  139, 242)  coste     7.300    7.300
(  139, 285)  coste     1.900    1.900
(  139, 319)  coste     12.900    12.900
(  139, 469)  coste     3.600    3.600
(  140, 206)  coste     8.900    8.900
(  140, 257)  coste     12.100    12.100
(  140, 407)  coste     9.000    9.000
(  141, 217)  coste     3.500    3.500
(  141, 236)  coste     13.000    13.000
(  141, 292)  coste     8.200    8.200
(  141, 315)  coste     6.400    6.400
(  141, 322)  coste     7.300    7.300
(  141, 338)  coste     7.600    7.600
(  141, 363)  coste     3.200    3.200
(  141, 379)  coste     1.900    1.900
(  141, 380)  coste     5.800    5.800
(  141, 497)  coste     3.700    3.700
(  142, 161)  coste     3.800    3.800
(  142, 186)  coste     7.000    7.000
(  142, 310)  coste     4.100    4.100
(  143, 222)  coste     7.400    7.400
(  143, 312)  coste     5.900    5.900
(  143, 344)  coste     3.800    3.800
(  143, 348)  coste     1.800    1.800
(  143, 447)  coste     8.900    8.900
(  143, 489)  coste     6.300    6.300
(  144, 163)  coste     5.900    5.900
(  144, 267)  coste     2.700    2.700
(  144, 285)  coste     3.100    3.100
(  144, 289)  coste     6.500    6.500
(  144, 310)  coste     11.100    11.100
(  144, 344)  coste     5.100    5.100
(  144, 354)  coste     10.200    10.200
(  144, 390)  coste     6.900    6.900
(  145, 197)  coste     2.700    2.700
(  145, 235)  coste     5.100    5.100
(  145, 259)  coste     4.000    4.000
(  145, 395)  coste     6.600    6.600
(  145, 427)  coste     5.700    5.700
(  146, 150)  coste     4.600    4.600
(  146, 181)  coste     8.600    8.600
(  146, 392)  coste     6.200    6.200
(  146, 419)  coste     9.100    9.100
(  146, 465)  coste     0.900    0.900
(  147, 188)  coste     5.600    5.600
(  147, 190)  coste     6.400    6.400
(  147, 306)  coste     3.100    3.100
(  147, 329)  coste     7.400    7.400
(  147, 455)  coste     12.400    12.400
(  148, 155)  coste     12.600    12.600
(  148, 301)  coste     1.100    1.100
(  148, 385)  coste     4.800    4.800
(  148, 431)  coste     8.100    8.100
(  148, 472)  coste     7.500    7.500
(  148, 499)  coste     8.700    8.700
(  149, 177)  coste     3.900    3.900
(  149, 182)  coste     5.300    5.300
(  149, 288)  coste     5.700    5.700
(  149, 317)  coste     2.400    2.400
(  149, 449)  coste     4.100    4.100
(  150, 255)  coste     2.900    2.900
(  150, 358)  coste     2.600    2.600
(  150, 384)  coste     2.900    2.900
(  150, 386)  coste     8.700    8.700
(  150, 500)  coste     7.300    7.300
(  151, 153)  coste     0.900    0.900
(  151, 159)  coste     1.500    1.500
(  151, 247)  coste     6.600    6.600
(  151, 275)  coste     9.000    9.000
(  151, 293)  coste     10.000    10.000
(  152, 164)  coste     11.200    11.200
(  152, 290)  coste     13.200    13.200
(  152, 306)  coste     12.300    12.300
(  152, 307)  coste     8.000    8.000
(  152, 308)  coste     5.100    5.100
(  152, 316)  coste     1.300    1.300
(  152, 350)  coste     5.000    5.000
(  152, 497)  coste     7.400    7.400
(  153, 180)  coste     8.300    8.300
(  153, 192)  coste     12.900    12.900
(  153, 204)  coste     2.100    2.100
(  153, 289)  coste     6.300    6.300
(  153, 365)  coste     3.400    3.400
(  153, 376)  coste     0.700    0.700
(  153, 393)  coste     11.600    11.600
(  153, 408)  coste     7.600    7.600
(  154, 177)  coste     4.300    4.300
(  154, 265)  coste     6.600    6.600
(  154, 305)  coste     4.200    4.200
(  154, 340)  coste     2.800    2.800
(  154, 358)  coste     8.400    8.400
(  154, 463)  coste     6.900    6.900
(  155, 174)  coste     13.400    13.400
(  155, 181)  coste     13.400    13.400
(  155, 183)  coste     11.700    11.700
(  155, 221)  coste     2.400    2.400
(  155, 235)  coste     3.200    3.200
(  155, 364)  coste     4.800    4.800
(  155, 440)  coste     15.600    15.600
(  156, 320)  coste     7.400    7.400
(  156, 395)  coste     6.700    6.700
(  156, 422)  coste     7.500    7.500
(  157, 191)  coste     6.600    6.600
(  157, 343)  coste     4.100    4.100
(  157, 349)  coste     9.400    9.400
(  157, 355)  coste     2.100    2.100
(  157, 357)  coste     6.400    6.400
(  157, 421)  coste     9.100    9.100
(  157, 489)  coste     5.600    5.600
(  158, 228)  coste     2.900    2.900
(  158, 251)  coste     5.300    5.300
(  158, 390)  coste     11.200    11.200
(  158, 392)  coste     2.700    2.700
(  159, 222)  coste     5.300    5.300
(  159, 295)  coste     6.900    6.900
(  159, 467)  coste     1.400    1.400
(  159, 493)  coste     7.000    7.000
(  160, 178)  coste     0.700    0.700
(  160, 386)  coste     3.900    3.900
(  161, 163)  coste     5.700    5.700
(  161, 327)  coste     4.700    4.700
(  161, 356)  coste     3.600    3.600
(  161, 391)  coste     3.400    3.400
(  161, 469)  coste     2.800    2.800
(  161, 491)  coste     9.800    9.800
(  162, 172)  coste     1.200    1.200
(  162, 205)  coste     10.200    10.200
(  162, 216)  coste     7.100    7.100
(  162, 295)  coste     7.100    7.100
(  162, 328)  coste     8.500    8.500
(  162, 332)  coste     7.500    7.500
(  162, 335)  coste     6.700    6.700
(  162, 380)  coste     8.300    8.300
(  162, 401)  coste     2.800    2.800
(  162, 434)  coste     3.800    3.800
(  163, 167)  coste     3.300    3.300
(  163, 255)  coste     9.000    9.000
(  163, 256)  coste     3.000    3.000
(  163, 419)  coste     6.200    6.200
(  164, 199)  coste     8.300    8.300
(  164, 232)  coste     2.000    2.000
(  164, 296)  coste     11.300    11.300
(  164, 302)  coste     6.700    6.700
(  164, 406)  coste     10.400    10.400
(  165, 173)  coste     6.400    6.400
(  165, 329)  coste     12.300    12.300
(  165, 498)  coste     8.900    8.900
(  166, 362)  coste     5.200    5.200
(  167, 188)  coste     8.800    8.800
(  167, 332)  coste     6.700    6.700
(  167, 407)  coste     8.000    8.000
(  167, 477)  coste     9.600    9.600
(  168, 170)  coste     7.700    7.700
(  168, 191)  coste     9.600    9.600
(  168, 296)  coste     7.500    7.500
(  168, 360)  coste     9.700    9.700
(  168, 492)  coste     11.400    11.400
(  169, 218)  coste     5.700    5.700
(  169, 320)  coste     2.200    2.200
(  169, 336)  coste     5.300    5.300
(  169, 417)  coste     8.000    8.000
(  169, 461)  coste     6.300    6.300
(  170, 290)  coste     7.300    7.300
(  171, 344)  coste     1.400    1.400
(  171, 463)  coste     8.200    8.200
(  172, 194)  coste     7.300    7.300
(  172, 244)  coste     8.700    8.700
(  172, 304)  coste     11.200    11.200
(  172, 499)  coste     10.500    10.500
(  173, 194)  coste     8.200    8.200
(  173, 198)  coste     4.600    4.600
(  173, 268)  coste     3.100    3.100
